CustomerID,Age,Income,Education_Level,Marital_Status,Kidhome,Teenhome,Customer_Days,Recency,Complain,Z_CostContact,Z_Revenue,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,MntTotal,MntRegularProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmpOverall,Response
CUST_0483,61,61250,Graduation,Divorced,0,1,2719,49,0,3,11,382,138,65,60,26,59,671,612,6,5,2,12,5,0,0,0,0,0,0,0
CUST_0484,39,39665,PhD,Together,1,0,2559,97,0,3,11,127,1,56,0,1,31,185,154,3,4,2,3,7,0,0,1,0,0,1,0
CUST_0485,41,60152,Graduation,Single,0,1,2617,6,0,3,11,325,83,300,86,58,91,852,761,1,6,4,12,3,0,0,0,0,0,0,0
CUST_0486,56,48920,Graduation,Married,0,2,2411,93,0,3,11,238,17,68,8,10,6,341,335,3,6,2,5,7,0,0,0,1,0,1,0
CUST_0487,61,89120,Master,Together,0,0,2263,78,0,3,11,1168,92,408,72,129,55,1869,1814,1,5,6,7,1,0,0,0,0,1,1,0
CUST_0488,74,44124,PhD,Together,0,1,2573,62,0,3,11,284,0,55,0,6,52,345,293,4,6,2,5,8,0,0,0,0,0,0,0
CUST_0489,45,81169,Master,Single,0,0,2600,47,0,3,11,1288,20,613,80,61,27,2062,2035,1,5,7,9,2,0,0,0,0,0,0,0
CUST_0490,59,36443,Graduation,Married,1,1,2670,9,0,3,11,65,0,46,4,3,20,118,98,4,3,1,3,8,0,0,0,0,0,0,0
CUST_0491,30,26095,Graduation,Single,1,0,2523,77,0,3,11,11,7,9,3,1,11,31,20,1,1,0,3,7,0,0,0,0,0,0,0
CUST_0492,61,71367,Graduation,Together,0,0,2469,24,0,3,11,227,23,389,42,21,75,702,627,1,4,5,7,2,0,0,0,0,0,0,0
CUST_0493,76,80184,Master,Married,0,0,2279,19,0,3,11,1035,134,670,25,38,0,1902,1902,1,6,3,10,3,1,0,0,0,1,2,0
CUST_0494,55,30630,Graduation,Divorced,1,1,2312,67,0,3,11,27,1,12,2,0,10,42,32,2,2,0,3,7,0,0,0,0,0,0,0
CUST_0495,33,73454,Master,Single,0,0,2279,95,0,3,11,982,73,351,56,14,175,1476,1301,1,2,4,6,5,0,0,1,0,0,1,0
CUST_0496,29,42691,Graduation,Married,0,0,2476,48,0,3,11,179,2,64,38,17,58,300,242,1,5,1,6,5,0,0,0,0,0,0,0
CUST_0497,67,70503,Graduation,Married,0,0,2796,73,0,3,11,1379,33,216,0,33,66,1661,1595,1,2,4,9,6,0,0,0,1,1,2,0
CUST_0498,33,25545,Graduation,Married,1,0,2818,35,0,3,11,32,1,64,16,12,85,125,40,3,2,2,3,6,0,0,0,0,0,0,1
CUST_0499,34,32880,Graduation,Married,1,0,2731,76,0,3,11,8,4,15,7,6,2,40,38,1,1,0,3,8,0,0,0,0,0,0,0
CUST_0500,62,77863,PhD,Together,0,0,2373,20,0,3,11,881,38,319,16,25,12,1279,1267,1,4,5,10,2,0,0,0,0,0,0,0
CUST_0501,43,50353,Master,Married,0,0,2180,72,0,3,11,141,15,153,67,31,35,407,372,1,4,4,6,3,0,0,0,0,0,0,0
CUST_0502,56,61839,Graduation,Single,0,0,2845,20,0,3,11,1000,155,379,224,17,120,1775,1655,1,4,8,4,8,0,0,0,0,0,0,0
CUST_0503,60,49154,PhD,Married,1,1,2397,69,0,3,11,206,10,67,30,27,71,340,269,6,4,1,8,6,0,0,0,0,0,0,0
CUST_0504,45,47682,2n Cycle,Widow,0,1,2658,80,0,3,11,162,61,83,97,57,61,460,399,4,4,3,8,5,0,0,0,0,0,0,0
CUST_0505,51,72679,Graduation,Single,0,1,2443,65,0,3,11,619,54,260,127,54,54,1114,1060,1,4,7,5,1,0,0,0,0,0,0,0
CUST_0506,43,57954,Master,Together,1,1,2170,52,0,3,11,456,4,24,0,0,9,484,475,7,8,2,6,7,0,0,0,1,0,1,0
CUST_0507,58,65316,Graduation,Married,1,1,2590,65,0,3,11,112,6,92,3,9,38,222,184,2,3,2,5,4,0,0,0,0,0,0,0
CUST_0508,38,28567,Graduation,Single,1,0,2536,57,0,3,11,11,3,22,2,2,6,40,34,2,2,0,3,6,0,0,0,0,0,0,0
CUST_0509,69,47352,Master,Together,0,1,2603,70,0,3,11,172,12,112,8,0,15,304,289,4,6,1,5,7,0,0,0,0,0,0,0
CUST_0510,53,44931,Graduation,Together,0,1,2321,0,0,3,11,78,0,11,0,0,7,89,82,1,2,1,3,5,0,0,0,0,0,0,0
CUST_0511,53,76982,Graduation,Divorced,0,0,2293,19,0,3,11,464,151,292,65,60,30,1032,1002,1,8,3,4,4,0,0,0,0,1,1,1
CUST_0512,68,57247,2n Cycle,Together,0,1,2484,50,0,3,11,99,4,32,37,54,6,226,220,2,2,1,7,2,0,0,0,0,0,0,0
CUST_0513,39,22944,Master,Single,1,0,2347,67,0,3,11,19,3,19,4,5,26,50,24,3,3,0,3,7,0,0,0,0,0,0,0
CUST_0514,43,25315,2n Cycle,Together,1,0,2393,46,0,3,11,1,9,8,11,3,22,32,10,3,3,0,3,8,0,0,0,0,0,0,0
CUST_0515,51,43638,Graduation,Widow,0,1,2851,37,0,3,11,63,10,83,7,19,19,182,163,2,4,1,4,7,0,0,0,0,0,0,0
CUST_0516,36,42710,PhD,Single,1,0,2737,38,0,3,11,252,3,42,4,3,102,304,202,2,4,5,3,6,0,0,0,0,0,0,0
CUST_0517,38,84169,PhD,Married,0,0,2485,9,0,3,11,1478,19,403,0,19,0,1919,1919,1,7,6,6,3,0,0,0,1,1,2,1
CUST_0518,44,54058,Graduation,Together,0,1,2549,56,0,3,11,198,18,252,32,108,54,608,554,2,4,6,8,3,0,0,0,0,0,0,0
CUST_0519,30,24683,2n Cycle,Married,1,0,2272,98,0,3,11,8,4,10,6,7,6,35,29,2,2,0,4,5,0,0,0,0,0,0,0
CUST_0520,56,85620,Graduation,Widow,0,0,2332,68,0,3,11,416,46,925,60,107,46,1554,1508,1,3,6,4,1,0,0,0,0,0,0,1
CUST_0521,40,47850,Graduation,Married,1,0,2367,72,0,3,11,42,7,43,20,12,10,124,114,1,3,0,4,6,0,0,0,0,0,0,0
CUST_0522,52,19514,Graduation,Married,1,1,2313,47,0,3,11,14,3,21,2,1,28,41,13,4,3,1,2,8,0,0,1,0,0,1,1
CUST_0523,47,27159,Master,Married,1,1,2251,33,0,3,11,17,0,3,0,0,1,20,19,2,1,0,3,6,0,0,0,0,0,0,0
CUST_0524,57,39548,2n Cycle,Single,1,1,2249,87,0,3,11,15,4,10,3,4,18,36,18,2,1,1,3,3,0,0,0,0,0,0,0
CUST_0525,31,21474,Graduation,Single,1,0,2241,0,0,3,11,6,16,24,11,0,34,57,23,2,3,1,2,7,0,0,1,0,0,1,1
CUST_0526,49,60504,PhD,Single,0,1,2301,73,0,3,11,458,0,24,6,4,34,492,458,2,6,2,8,6,0,0,0,0,0,0,0
CUST_0527,57,22419,Graduation,Married,0,0,2596,74,0,3,11,30,3,47,19,21,42,120,78,1,3,2,2,8,0,0,0,0,0,0,0
CUST_0528,71,81698,Master,Married,0,0,2394,4,0,3,11,179,28,520,111,123,47,961,914,1,3,8,13,1,0,0,0,0,0,0,1
CUST_0529,68,43462,Graduation,Together,1,1,2814,50,0,3,11,90,17,97,15,6,15,225,210,6,4,1,5,8,0,0,0,0,0,0,0
CUST_0530,42,54880,PhD,Single,1,0,2644,57,0,3,11,308,85,137,102,45,118,677,559,2,6,2,11,5,0,0,0,0,0,0,0
CUST_0531,38,79908,Graduation,Married,0,0,2609,30,0,3,11,557,129,761,29,185,111,1661,1550,1,5,6,7,2,0,0,0,0,1,1,0
CUST_0532,50,15315,2n Cycle,Married,0,0,2489,27,0,3,11,7,4,13,15,8,17,47,30,2,2,0,4,5,0,0,0,0,0,0,0
CUST_0533,61,87771,Graduation,Together,0,1,2562,61,0,3,11,1492,38,287,50,57,33,1924,1891,1,5,10,4,6,1,1,0,1,1,4,1
CUST_0534,42,33039,Graduation,Married,1,0,2452,4,0,3,11,30,8,12,8,8,12,66,54,1,2,0,4,5,0,0,0,0,0,0,0
CUST_0535,40,81741,Graduation,Single,0,0,2537,75,0,3,11,249,153,940,58,134,38,1534,1496,0,6,6,7,2,0,0,0,0,0,0,0
CUST_0536,49,71499,Master,Together,0,1,2528,12,0,3,11,465,25,132,136,0,37,758,721,2,8,3,13,4,0,0,0,0,0,0,0
CUST_0537,50,62466,2n Cycle,Married,0,1,2324,13,0,3,11,129,129,259,168,121,83,806,723,5,6,3,12,4,0,0,0,0,0,0,0
CUST_0538,57,48799,PhD,Divorced,0,1,2395,9,0,3,11,174,18,81,28,6,24,307,283,3,3,2,7,3,0,0,0,0,0,0,0
CUST_0539,70,52157,PhD,Together,0,1,2181,48,0,3,11,189,2,29,3,2,40,225,185,2,3,2,5,4,0,0,0,0,0,0,0
CUST_0540,58,66565,Graduation,Single,0,1,2730,80,0,3,11,747,10,161,65,40,42,1023,981,4,4,2,9,8,0,0,0,0,0,0,0
CUST_0541,69,29298,Master,Together,1,1,2454,60,0,3,11,6,0,2,2,0,1,10,9,1,1,0,2,5,0,0,0,0,0,0,0
CUST_0542,41,47691,Graduation,Single,0,1,2518,43,0,3,11,14,0,3,0,0,4,17,13,1,1,0,2,6,0,0,0,0,0,0,0
CUST_0543,50,38200,Graduation,Together,1,1,2728,19,0,3,11,12,0,4,0,0,1,16,15,1,1,0,2,7,0,0,0,0,0,0,0
CUST_0544,46,44989,Graduation,Married,0,1,2814,26,0,3,11,98,0,106,49,10,106,263,157,5,5,1,5,6,0,0,0,0,0,0,0
CUST_0545,52,38443,PhD,Married,1,1,2312,58,0,3,11,32,0,5,0,0,1,37,36,2,1,0,3,7,0,0,0,0,0,0,0
CUST_0546,42,38593,2n Cycle,Single,1,0,2448,42,0,3,11,51,12,49,17,24,24,153,129,3,4,1,3,8,0,0,0,0,0,0,0
CUST_0547,50,64413,PhD,Together,0,1,2491,27,0,3,11,200,5,44,0,10,20,259,239,1,5,1,5,5,0,0,0,0,0,0,0
CUST_0548,39,36959,Master,Married,1,0,2429,56,0,3,11,25,6,25,6,0,0,62,62,2,2,0,3,8,0,0,0,0,0,0,0
CUST_0549,43,61996,PhD,Married,0,1,2673,27,0,3,11,1050,12,144,0,0,24,1206,1182,3,6,4,8,5,1,1,0,1,0,3,1
CUST_0550,52,51287,Graduation,Married,1,1,2248,10,0,3,11,117,0,22,13,0,30,152,122,3,4,1,3,7,0,0,0,0,0,0,0
CUST_0551,50,13260,Graduation,Married,1,1,2469,48,0,3,11,9,4,17,10,2,7,42,35,4,3,0,3,8,0,0,0,0,0,0,0
CUST_0552,54,47472,PhD,Together,1,1,2445,39,0,3,11,56,0,11,0,0,8,67,59,2,2,0,4,5,0,0,0,0,0,0,0
CUST_0553,64,54603,Master,Together,1,1,2514,85,0,3,11,145,13,46,17,2,4,223,219,6,4,2,4,7,0,0,0,0,0,0,0
CUST_0554,46,45207,PhD,Married,1,1,2755,64,0,3,11,203,0,10,0,0,2,213,211,5,3,1,6,6,0,0,0,1,0,1,0
CUST_0555,53,47821,2n Cycle,Together,1,1,2411,54,0,3,11,9,0,16,6,6,10,37,27,1,1,0,3,8,0,0,0,0,0,0,0
CUST_0556,69,27450,Master,Married,0,0,2599,57,0,3,11,37,12,23,8,11,52,91,39,1,2,1,3,7,0,0,0,0,0,0,0
CUST_0557,37,39453,Graduation,Together,1,0,2246,64,0,3,11,46,0,7,0,0,2,53,51,2,2,0,3,6,0,0,0,0,0,0,0
CUST_0558,49,26850,2n Cycle,Together,1,1,2231,10,0,3,11,31,1,13,7,2,9,54,45,4,2,1,4,4,0,0,0,0,0,0,0
CUST_0559,65,79800,Graduation,Widow,0,0,2803,65,0,3,11,1060,21,530,32,0,224,1643,1419,1,5,11,5,3,1,0,1,0,1,3,1
CUST_0560,59,61794,Master,Married,0,1,2447,74,0,3,11,264,47,188,54,47,11,600,589,2,4,4,10,2,0,0,0,0,0,0,0
CUST_0561,65,53863,Graduation,Together,0,1,2202,4,0,3,11,399,4,30,6,4,30,443,413,3,7,1,7,7,0,0,0,1,0,1,0
CUST_0562,61,24221,Graduation,Together,0,0,2472,94,0,3,11,8,9,9,2,5,22,33,11,1,1,1,3,4,0,0,0,0,0,0,0
CUST_0563,36,39684,PhD,Single,1,0,2784,41,1,3,11,19,0,35,6,4,17,64,47,2,2,1,2,7,0,0,0,0,0,0,1
CUST_0564,45,92163,Master,Married,0,0,2723,25,0,3,11,817,183,797,106,163,20,2066,2046,0,5,11,5,2,1,0,0,0,1,2,1
CUST_0565,55,69882,Master,Single,0,0,2390,94,0,3,11,292,127,635,132,127,165,1313,1148,1,3,7,9,1,0,0,0,0,0,0,0
CUST_0566,43,33178,Graduation,Together,1,0,2309,9,0,3,11,12,6,2,11,2,16,33,17,1,1,0,3,4,0,0,0,0,0,0,0
CUST_0567,48,59973,PhD,Married,0,0,2450,47,0,3,11,130,30,168,20,34,0,382,382,1,3,4,7,1,0,0,0,0,0,0,0
CUST_0568,45,17459,Master,Together,1,0,2442,12,0,3,11,6,4,16,3,10,30,39,9,3,3,1,2,7,0,0,0,0,0,0,1
CUST_0569,51,23910,Graduation,Divorced,1,0,2770,80,0,3,11,16,12,18,7,1,13,54,41,1,2,0,3,7,0,0,0,0,0,0,0
CUST_0570,51,42169,Master,Married,1,1,2412,20,0,3,11,19,0,9,0,0,2,28,26,2,1,0,3,8,0,0,0,0,0,0,0
CUST_0571,42,26224,2n Cycle,Married,1,0,2549,39,0,3,11,4,7,15,13,9,15,48,33,3,2,1,3,6,0,0,0,0,0,0,0
CUST_0572,39,31089,Graduation,Together,1,0,2840,57,0,3,11,31,3,31,2,8,4,75,71,3,3,0,4,8,0,0,0,0,0,0,0
CUST_0573,59,30081,Graduation,Single,0,1,2652,27,0,3,11,36,0,2,0,0,4,38,34,1,1,0,3,7,0,0,0,0,0,0,0
CUST_0574,60,62807,Graduation,Together,0,1,2826,83,0,3,11,526,28,135,10,21,99,720,621,3,5,3,12,5,0,0,0,0,0,0,0
CUST_0575,65,72906,Graduation,Single,0,0,2444,79,0,3,11,400,32,519,71,75,54,1097,1043,1,3,4,9,1,0,0,0,0,0,0,0
CUST_0576,72,61467,PhD,Married,0,2,2726,69,0,3,11,410,16,114,0,5,49,545,496,3,5,2,10,5,0,0,0,0,0,0,0
CUST_0577,54,49618,Master,Together,1,1,2678,77,0,3,11,80,3,26,4,2,14,115,101,4,3,1,3,7,0,0,0,0,0,0,0
CUST_0578,34,21888,Master,Single,1,0,2706,15,0,3,11,88,10,46,2,3,64,149,85,4,5,1,2,10,0,0,0,0,0,0,1
CUST_0579,64,26150,Graduation,Divorced,2,1,2634,61,0,3,11,5,1,13,3,5,1,27,26,1,1,0,3,7,0,0,0,0,0,0,0
CUST_0580,45,30801,Basic,Married,0,1,2770,23,0,3,11,8,4,5,15,2,11,34,23,2,1,0,3,7,0,0,0,0,0,0,0
CUST_0581,55,81168,Graduation,Married,0,0,2212,84,0,3,11,410,0,592,147,22,22,1171,1149,1,6,4,7,3,1,0,0,0,0,1,0
CUST_0582,51,26877,Master,Single,0,0,2473,74,0,3,11,101,13,76,20,18,40,228,188,2,3,1,6,6,0,0,0,0,0,0,0
CUST_0583,76,45006,Master,Widow,0,0,2505,90,0,3,11,162,25,53,16,0,10,256,246,1,3,1,7,3,0,0,0,0,0,0,0
CUST_0584,47,18978,Basic,Married,1,0,2724,41,0,3,11,2,8,1,4,7,15,22,7,1,1,0,3,8,0,0,0,0,0,0,0
CUST_0585,51,48240,PhD,Single,0,0,2756,73,0,3,11,389,91,248,64,49,41,841,800,3,6,3,13,5,0,0,0,0,0,0,1
CUST_0586,46,45837,Graduation,Married,1,1,2497,88,0,3,11,215,13,87,17,17,24,349,325,5,6,2,5,7,0,0,0,0,0,0,0
CUST_0587,55,35791,Master,Single,2,1,2578,94,0,3,11,27,0,5,0,0,3,32,29,2,1,0,3,8,0,0,0,0,0,0,0
CUST_0588,42,54162,Graduation,Widow,1,1,2627,31,0,3,11,5,6,10,6,5,10,32,22,1,1,0,3,4,0,0,0,0,0,0,0
CUST_0589,60,30522,Master,Married,0,1,2840,6,0,3,11,179,8,83,19,11,26,300,274,5,1,2,9,2,0,0,0,0,0,0,0
CUST_0590,59,54456,PhD,Married,0,1,2512,23,0,3,11,352,0,27,10,0,15,389,374,3,6,1,7,6,0,0,0,0,0,0,0
CUST_0591,49,31632,Graduation,Single,0,0,2509,92,0,3,11,17,8,12,11,15,32,63,31,1,2,1,2,7,0,0,0,0,0,0,0
CUST_0592,71,72298,Graduation,Widow,0,0,2270,52,0,3,11,625,35,169,58,17,35,904,869,1,4,3,6,1,0,0,0,1,1,2,0
CUST_0593,42,36975,2n Cycle,Single,1,0,2342,50,0,3,11,10,6,11,0,4,2,31,29,1,1,0,3,7,0,0,0,0,0,0,0
CUST_0594,65,72635,2n Cycle,Married,0,0,2550,54,0,3,11,390,22,323,104,35,107,874,767,1,6,8,6,3,1,0,0,0,0,1,0
CUST_0595,44,13624,Graduation,Married,1,0,2684,93,0,3,11,10,2,15,2,1,6,30,24,2,2,0,3,6,0,0,0,0,0,0,0
CUST_0596,45,84196,Graduation,Single,0,1,2550,56,0,3,11,215,63,507,231,31,190,1047,857,1,8,4,7,3,0,0,0,0,0,0,0
CUST_0597,60,70971,Graduation,Together,0,1,2805,28,0,3,11,1001,17,572,93,125,17,1808,1791,7,11,11,5,7,0,0,0,0,0,0,1
CUST_0598,43,34487,PhD,Divorced,1,1,2820,94,0,3,11,19,18,33,24,1,8,95,87,3,3,0,3,9,0,0,0,0,0,0,0
CUST_0599,43,28769,Graduation,Single,1,0,2717,76,0,3,11,41,5,129,10,3,3,188,185,3,4,1,4,9,0,0,0,0,0,0,0
CUST_0600,50,69084,PhD,Married,1,0,2381,43,0,3,11,1181,107,199,39,30,30,1556,1526,2,7,3,13,8,0,0,0,0,0,0,0
CUST_0601,62,65488,PhD,Together,0,0,2175,46,0,3,11,603,45,207,36,18,54,909,855,1,3,4,6,1,0,0,0,0,0,0,0
CUST_0602,60,32218,2n Cycle,Single,0,0,2293,27,0,3,11,10,24,15,13,1,30,63,33,1,2,1,3,7,0,0,1,0,0,1,1
CUST_0603,47,83917,Graduation,Single,0,0,2596,12,0,3,11,514,22,732,42,198,79,1508,1429,1,6,7,7,3,0,0,0,0,0,0,1
CUST_0604,58,46102,Graduation,Divorced,2,1,2270,3,0,3,11,14,0,1,0,0,1,15,14,1,1,0,2,7,0,0,0,0,0,0,0
CUST_0605,68,84574,Graduation,Single,0,0,2549,72,0,3,11,387,20,713,38,54,163,1212,1049,1,9,11,11,5,0,0,0,0,0,0,0
CUST_0606,58,56181,Graduation,Married,0,1,2696,6,0,3,11,121,103,69,8,44,48,345,297,1,4,2,7,4,0,0,0,0,0,0,0
CUST_0607,70,63120,Master,Divorced,0,1,2798,53,0,3,11,965,69,279,54,41,69,1408,1339,5,8,4,9,7,0,0,0,0,0,0,1
CUST_0608,49,73691,Graduation,Married,0,1,2394,58,0,3,11,707,21,250,85,43,73,1106,1033,2,6,2,8,2,0,0,1,0,0,1,0
CUST_0609,72,76140,PhD,Together,0,0,2206,57,0,3,11,586,66,653,17,0,26,1322,1296,1,5,9,6,2,0,0,0,0,0,0,0
CUST_0610,61,62859,PhD,Divorced,0,1,2705,37,0,3,11,1063,89,102,16,12,25,1282,1257,4,9,4,6,6,0,0,0,0,0,0,0
CUST_0611,56,45906,Graduation,Single,0,1,2577,20,0,3,11,305,3,27,4,3,144,342,198,2,5,4,4,5,0,0,1,0,0,1,0
CUST_0612,73,77632,Master,Together,0,0,2635,73,0,3,11,1200,105,758,0,42,147,2105,1958,1,4,2,6,2,0,0,0,1,1,2,1
CUST_0613,49,46463,PhD,Married,1,1,2474,56,0,3,11,163,2,40,8,11,11,224,213,7,3,1,6,6,0,0,0,0,0,0,0
CUST_0614,50,105471,Graduation,Together,0,0,2683,36,0,3,11,1009,181,104,202,21,207,1517,1310,0,9,8,13,3,1,0,0,0,1,2,1
CUST_0615,50,55282,Master,Divorced,1,0,2357,9,0,3,11,125,6,73,8,4,19,216,197,1,3,1,6,4,0,0,0,0,0,0,0
CUST_0616,43,78710,Master,Married,0,1,2196,42,0,3,11,721,0,152,119,50,50,1042,992,3,7,6,12,4,0,0,0,0,0,0,0
CUST_0617,62,66886,Graduation,Together,0,1,2445,28,0,3,11,315,4,62,41,31,146,453,307,2,7,1,7,5,0,0,0,0,0,0,0
CUST_0618,60,98777,Master,Single,0,0,2291,23,0,3,11,1000,19,711,125,115,38,1970,1932,0,4,6,9,1,0,0,0,1,0,1,0
CUST_0619,35,29103,Graduation,Together,1,0,2830,38,0,3,11,16,0,17,6,3,6,42,36,2,1,0,3,9,0,0,0,0,0,0,0
CUST_0620,46,67445,Graduation,Married,0,1,2845,63,0,3,11,757,80,217,29,80,11,1163,1152,5,9,6,12,6,0,0,0,0,0,0,0
CUST_0621,70,50616,PhD,Together,0,1,2236,71,0,3,11,30,2,25,0,1,9,58,49,1,1,1,4,2,0,0,0,0,0,0,0
CUST_0622,65,49431,Graduation,Divorced,0,1,2854,9,0,3,11,219,3,100,26,0,17,348,331,2,7,1,5,8,0,0,0,0,0,0,0
CUST_0623,67,61278,Graduation,Together,0,1,2335,87,0,3,11,111,3,28,2,6,15,150,135,2,3,1,4,6,0,0,0,0,0,0,0
CUST_0624,73,73059,PhD,Together,0,1,2461,36,0,3,11,410,112,420,0,82,71,1024,953,1,9,3,13,4,0,0,0,0,0,0,0
CUST_0625,54,46734,PhD,Single,1,2,2410,86,0,3,11,100,1,39,6,1,76,147,71,4,3,2,3,6,0,0,1,0,0,1,0
CUST_0626,57,56253,Graduation,Together,0,1,2728,83,0,3,11,509,0,65,7,11,5,592,587,4,7,2,9,6,0,0,0,0,0,0,0
CUST_0627,45,58330,Graduation,Widow,0,1,2345,87,0,3,11,445,53,213,104,98,151,913,762,1,6,4,13,4,0,0,0,0,0,0,0
CUST_0628,40,25965,Basic,Married,0,0,2819,29,0,3,11,2,2,11,41,7,11,63,52,1,2,0,3,8,0,0,0,0,0,0,0
CUST_0629,64,14661,Master,Together,0,0,2703,88,0,3,11,4,1,11,6,2,2,24,22,1,1,0,3,6,0,0,0,0,0,0,0
CUST_0630,61,18690,Graduation,Married,0,0,2707,77,0,3,11,6,1,7,23,4,19,41,22,1,1,1,2,8,0,0,0,0,0,0,0
CUST_0631,46,45068,PhD,Together,0,1,2568,25,0,3,11,14,0,3,0,0,3,17,14,1,1,0,2,7,0,0,0,0,0,0,0
CUST_0632,33,21063,Basic,Single,1,0,2436,34,0,3,11,1,10,11,19,3,15,44,29,2,2,0,3,6,0,0,0,0,0,0,0
CUST_0633,52,29187,PhD,Married,1,0,2575,43,0,3,11,26,0,6,0,0,2,32,30,1,1,0,3,8,0,0,0,0,0,0,0
CUST_0634,49,54690,2n Cycle,Married,1,1,2393,76,0,3,11,111,16,37,7,9,18,180,162,3,3,1,5,3,0,0,0,0,0,0,0
CUST_0635,56,59304,PhD,Married,0,1,2494,81,0,3,11,418,61,428,80,51,10,1038,1028,3,7,8,10,5,0,0,0,0,0,0,0
CUST_0636,58,59247,Master,Single,0,2,2392,87,0,3,11,327,9,122,19,14,83,491,408,5,5,2,9,6,0,0,0,0,0,0,0
CUST_0637,50,66731,Graduation,Widow,0,1,2814,33,0,3,11,371,159,194,58,106,141,888,747,4,4,3,6,3,0,0,0,0,0,0,0
CUST_0638,40,77353,Graduation,Married,0,1,2354,38,0,3,11,275,59,107,69,101,59,611,552,2,6,4,8,4,0,0,0,0,0,0,0
CUST_0639,46,26751,Graduation,Married,2,0,2197,26,0,3,11,1,1,5,0,3,1,10,9,1,1,0,2,8,0,0,0,0,0,0,0
CUST_0640,57,81300,PhD,Married,0,1,2766,17,0,3,11,1004,12,145,32,12,36,1205,1169,3,10,3,5,5,1,0,0,0,0,1,1
CUST_0641,41,70337,Graduation,Single,0,0,2337,75,0,3,11,187,81,149,25,43,91,485,394,1,2,2,12,1,0,0,0,0,0,0,0
CUST_0642,35,36145,2n Cycle,Married,1,0,2537,13,0,3,11,56,4,76,17,1,18,154,136,4,4,1,3,9,0,0,1,0,0,1,1
CUST_0643,40,65295,PhD,Single,0,0,2347,19,0,3,11,365,32,117,34,110,6,658,652,1,3,3,13,2,0,0,0,0,0,0,0
CUST_0644,57,68118,Graduation,Divorced,0,1,2413,51,0,3,11,595,23,123,10,23,154,774,620,2,8,9,4,6,0,0,0,0,0,0,0
CUST_0645,53,68743,Graduation,Divorced,0,0,2827,81,0,3,11,1132,134,384,175,134,115,1959,1844,1,11,5,13,7,0,0,0,0,0,0,0
CUST_0646,38,41039,2n Cycle,Together,0,0,2498,32,0,3,11,34,11,137,179,61,45,422,377,1,8,1,5,8,0,0,0,0,0,0,0
CUST_0647,65,38946,Graduation,Together,0,1,2407,84,0,3,11,116,6,82,6,6,41,216,175,2,3,1,6,5,0,0,0,0,0,0,0
CUST_0648,53,65777,Graduation,Together,0,0,2351,87,0,3,11,565,32,435,28,32,54,1092,1038,1,2,8,6,1,0,0,0,0,0,0,0
CUST_0649,44,66476,PhD,Divorced,0,1,2638,99,0,3,11,372,18,126,47,48,78,611,533,2,5,2,11,4,0,0,0,0,0,0,0
CUST_0650,48,86857,PhD,Single,0,0,2814,96,0,3,11,899,102,838,133,102,40,2074,2034,1,5,6,10,2,0,0,0,0,0,0,1
CUST_0651,31,77845,PhD,Together,0,0,2203,40,0,3,11,760,40,480,0,40,26,1320,1294,1,3,5,12,1,1,0,0,0,1,2,0
CUST_0652,51,69476,PhD,Together,0,0,2431,3,0,3,11,260,86,559,63,9,67,977,910,1,4,6,4,2,0,0,0,0,0,0,0
CUST_0653,60,50611,PhD,Divorced,0,1,2792,98,0,3,11,459,0,24,6,0,4,489,485,6,4,5,7,6,0,0,0,1,0,1,1
CUST_0654,50,61209,Graduation,Single,0,0,2467,73,0,3,11,466,0,224,119,49,99,858,759,1,5,3,4,2,0,0,0,0,0,0,0
CUST_0655,62,42315,Master,Together,0,1,2511,90,0,3,11,67,15,80,17,11,80,190,110,3,1,4,4,3,0,0,0,0,0,0,0
CUST_0656,68,13084,Basic,Together,0,0,2398,29,0,3,11,2,0,7,3,7,10,19,9,1,1,0,3,6,0,0,0,0,0,0,0
CUST_0657,71,47570,Master,Widow,1,1,2555,3,0,3,11,67,1,20,0,2,31,90,59,3,2,2,2,7,0,0,0,0,0,0,1
CUST_0658,59,61923,Master,Married,0,2,2497,94,0,3,11,92,4,18,3,3,6,120,114,1,2,1,4,3,0,0,0,0,0,0,0
CUST_0659,25,34824,Graduation,Single,0,0,2254,65,0,3,11,4,2,11,2,0,4,19,15,1,1,0,2,6,0,0,0,0,0,0,0
CUST_0660,71,26518,PhD,Single,1,1,2606,33,0,3,11,20,1,28,3,3,2,55,53,3,2,0,3,8,0,0,0,0,0,0,1
CUST_0661,59,45938,Graduation,Single,0,0,2397,46,0,3,11,273,11,178,62,83,29,607,578,2,8,4,6,6,0,0,0,0,0,0,0
CUST_0662,60,78468,Graduation,Together,0,0,2240,29,0,3,11,434,22,388,104,22,34,970,936,1,10,7,10,4,1,0,0,0,0,1,0
CUST_0663,47,78901,Graduation,Divorced,0,1,2444,99,0,3,11,321,11,309,33,26,34,700,666,3,9,3,5,4,0,0,0,0,0,0,0
CUST_0664,42,71427,Graduation,Married,2,0,2268,26,0,3,11,212,123,177,15,64,23,591,568,2,8,2,8,4,0,0,0,0,0,0,0
