customer_id,total_spent,avg_transaction_value,total_purchases,campaigns_accepted,web_visits_month,days_since_last_purchase,customer_segment,churn_risk,response_rate
CUST_0445,121,17.29,7,0,6,25,Low Value,Low,0
CUST_0446,1254,69.67,18,1,1,47,High Value,Medium,0
CUST_0447,83,11.86,7,0,7,46,Low Value,Medium,0
CUST_0448,1288,67.79,19,0,1,83,High Value,High,0
CUST_0449,1726,107.88,16,2,2,17,High Value,Low,1
CUST_0450,12,4.0,3,0,8,13,Low Value,Low,0
CUST_0451,537,31.59,17,0,6,86,Medium Value,High,0
CUST_0452,832,37.82,22,0,7,92,Medium Value,High,0
CUST_0453,1299,44.79,29,0,4,47,High Value,Medium,0
CUST_0454,14,4.67,3,0,8,18,Low Value,Low,1
CUST_0455,898,39.04,23,1,6,81,Medium Value,High,1
CUST_0456,40,10.0,4,0,7,91,Low Value,High,0
CUST_0457,16,4.0,4,0,5,58,Low Value,Medium,0
CUST_0458,856,38.91,22,0,5,40,Medium Value,Medium,0
CUST_0459,29,7.25,4,0,3,67,Low Value,High,0
CUST_0460,494,30.88,16,0,5,19,Low Value,Low,0
CUST_0461,438,29.2,15,0,5,93,Low Value,High,0
CUST_0462,387,27.64,14,0,8,41,Low Value,Medium,0
CUST_0463,46,9.2,5,0,7,60,Low Value,High,0
CUST_0464,54,10.8,5,0,6,54,Low Value,Medium,0
CUST_0465,224,22.4,10,1,9,26,Low Value,Low,1
CUST_0466,261,23.73,11,0,5,30,Low Value,Medium,0
CUST_0467,729,40.5,18,0,3,93,Medium Value,High,0
CUST_0468,877,31.32,28,0,3,35,Medium Value,Medium,1
CUST_0469,1003,66.87,15,0,7,4,High Value,Low,0
CUST_0470,645,33.95,19,0,6,92,Medium Value,High,0
CUST_0471,19,4.75,4,0,7,24,Low Value,Low,0
CUST_0472,191,21.22,9,0,8,96,Low Value,High,0
CUST_0473,1958,103.05,19,0,6,11,High Value,Low,0
CUST_0474,295,24.58,12,0,8,99,Low Value,High,0
CUST_0475,1682,80.1,21,1,6,72,High Value,High,0
CUST_0476,770,70.0,11,0,8,77,Medium Value,High,0
CUST_0477,656,34.53,19,1,7,85,Medium Value,High,0
CUST_0478,651,34.26,19,0,5,88,Medium Value,High,0
CUST_0479,41,8.2,5,0,3,22,Low Value,Low,0
CUST_0480,1799,105.82,17,0,6,83,High Value,High,0
CUST_0481,976,40.67,24,0,3,63,Medium Value,High,0
CUST_0482,725,36.25,20,0,2,9,Medium Value,Low,0
CUST_0483,40,10.0,4,0,8,92,Low Value,High,0
CUST_0484,32,8.0,4,0,5,2,Low Value,Low,0
CUST_0485,155,19.38,8,0,8,6,Low Value,Low,0
CUST_0486,1292,68.0,19,0,8,66,High Value,High,0
CUST_0487,40,10.0,4,0,5,49,Low Value,Medium,0
CUST_0488,1102,42.38,26,0,6,29,High Value,Low,0
CUST_0489,916,39.83,23,0,3,77,Medium Value,High,0
CUST_0490,1073,51.1,21,0,1,77,High Value,High,0
CUST_0491,117,16.71,7,0,7,71,Low Value,High,0
CUST_0492,671,35.32,19,0,5,49,Medium Value,Medium,0
CUST_0493,185,20.56,9,1,7,97,Low Value,High,0
CUST_0494,852,38.73,22,0,3,6,Medium Value,Low,0
CUST_0495,341,26.23,13,1,7,93,Low Value,High,0
CUST_0496,1869,103.83,18,1,1,78,High Value,High,0
CUST_0497,345,26.54,13,0,8,62,Low Value,High,0
CUST_0498,2062,98.19,21,0,2,47,High Value,Medium,0
CUST_0499,118,16.86,7,0,8,9,Low Value,Low,0
CUST_0500,31,7.75,4,0,7,77,Low Value,High,0
CUST_0501,702,43.88,16,0,2,24,Medium Value,Low,0
CUST_0502,1902,100.11,19,2,3,19,High Value,Low,0
CUST_0503,42,8.4,5,0,7,67,Low Value,High,0
CUST_0504,1476,123.0,12,1,5,95,High Value,High,0
CUST_0505,300,25.0,12,0,5,48,Low Value,Medium,0
CUST_0506,1661,110.73,15,2,6,73,High Value,High,0
CUST_0507,125,17.86,7,0,6,35,Low Value,Medium,1
CUST_0508,40,10.0,4,0,8,76,Low Value,High,0
CUST_0509,1279,67.32,19,0,2,20,High Value,Low,0
CUST_0510,407,29.07,14,0,3,72,Low Value,High,0
CUST_0511,1775,110.94,16,0,8,20,High Value,Low,0
CUST_0512,340,26.15,13,0,6,69,Low Value,High,0
CUST_0513,460,30.67,15,0,5,80,Low Value,High,0
CUST_0514,1114,69.62,16,0,1,65,High Value,High,0
CUST_0515,484,30.25,16,1,7,52,Low Value,Medium,0
CUST_0516,222,22.2,10,0,4,65,Low Value,High,0
CUST_0517,40,8.0,5,0,6,57,Low Value,Medium,0
CUST_0518,304,25.33,12,0,7,70,Low Value,High,0
CUST_0519,89,14.83,6,0,5,0,Low Value,Low,0
CUST_0520,1032,68.8,15,1,4,19,High Value,Low,1
CUST_0521,226,22.6,10,0,2,50,Low Value,Medium,0
CUST_0522,50,8.33,6,0,7,67,Low Value,High,0
CUST_0523,32,5.33,6,0,8,46,Low Value,Medium,0
CUST_0524,182,20.22,9,0,7,37,Low Value,Medium,0
CUST_0525,304,25.33,12,0,6,38,Low Value,Medium,0
CUST_0526,1919,101.0,19,2,3,9,High Value,Low,1
CUST_0527,608,33.78,18,0,3,56,Medium Value,Medium,0
CUST_0528,35,5.83,6,0,5,98,Low Value,High,0
CUST_0529,1554,119.54,13,0,1,68,High Value,High,1
CUST_0530,124,17.71,7,0,6,72,Low Value,High,0
CUST_0531,41,6.83,6,1,8,47,Low Value,Medium,1
CUST_0532,20,5.0,4,0,6,33,Low Value,Medium,0
CUST_0533,36,7.2,5,0,3,87,Low Value,High,0
CUST_0534,57,9.5,6,1,7,0,Low Value,Low,1
CUST_0535,492,30.75,16,0,6,73,Low Value,High,0
CUST_0536,120,17.14,7,0,8,74,Low Value,High,0
CUST_0537,961,40.04,24,0,1,4,Medium Value,Low,1
CUST_0538,225,22.5,10,0,8,50,Low Value,Medium,0
CUST_0539,677,35.63,19,0,5,57,Medium Value,Medium,0
CUST_0540,1661,92.28,18,1,2,30,High Value,Medium,0
CUST_0541,47,7.83,6,0,5,27,Low Value,Low,0
CUST_0542,1924,101.26,19,4,6,61,High Value,High,1
CUST_0543,66,11.0,6,0,5,4,Low Value,Low,0
CUST_0544,1534,80.74,19,0,2,75,High Value,High,0
CUST_0545,758,31.58,24,0,4,12,Medium Value,Low,0
CUST_0546,806,38.38,21,0,4,13,Medium Value,Low,0
CUST_0547,307,25.58,12,0,3,9,Low Value,Low,0
CUST_0548,225,22.5,10,0,4,48,Low Value,Medium,0
CUST_0549,1023,68.2,15,0,8,80,High Value,High,0
CUST_0550,10,3.33,3,0,5,60,Low Value,High,0
CUST_0551,17,5.67,3,0,6,43,Low Value,Medium,0
CUST_0552,16,5.33,3,0,7,19,Low Value,Low,0
CUST_0553,263,23.91,11,0,6,26,Low Value,Low,0
CUST_0554,37,9.25,4,0,7,58,Low Value,Medium,0
CUST_0555,153,19.12,8,0,8,42,Low Value,Medium,0
CUST_0556,259,23.55,11,0,5,27,Low Value,Low,0
CUST_0557,62,12.4,5,0,8,56,Low Value,Medium,0
CUST_0558,1206,67.0,18,3,5,27,High Value,Low,1
CUST_0559,152,19.0,8,0,7,10,Low Value,Low,0
CUST_0560,42,7.0,6,0,8,48,Low Value,Medium,0
CUST_0561,67,11.17,6,0,5,39,Low Value,Medium,0
CUST_0562,223,22.3,10,0,7,85,Low Value,High,0
CUST_0563,213,21.3,10,1,6,64,Low Value,High,0
CUST_0564,345,26.54,13,0,8,69,Low Value,High,0
CUST_0565,37,9.25,4,0,8,54,Low Value,Medium,0
CUST_0566,91,15.17,6,0,7,57,Low Value,Medium,0
CUST_0567,53,10.6,5,0,6,64,Low Value,High,0
CUST_0568,54,7.71,7,0,4,10,Low Value,Low,0
CUST_0569,1643,78.24,21,3,3,65,High Value,High,1
CUST_0570,600,33.33,18,0,2,74,Medium Value,High,0
CUST_0571,443,29.53,15,1,7,4,Low Value,Low,0
CUST_0572,33,6.6,5,0,4,94,Low Value,High,0
CUST_0573,64,12.8,5,0,7,41,Low Value,Medium,1
CUST_0574,2066,98.38,21,2,2,25,High Value,Low,1
CUST_0575,1313,69.11,19,0,1,94,High Value,High,0
CUST_0576,33,8.25,4,0,4,9,Low Value,Low,0
CUST_0577,382,27.29,14,0,1,47,Low Value,Medium,0
CUST_0578,39,6.5,6,0,7,12,Low Value,Low,1
CUST_0579,54,10.8,5,0,7,80,Low Value,High,0
CUST_0580,28,7.0,4,0,8,20,Low Value,Low,0
CUST_0581,48,8.0,6,0,6,39,Low Value,Medium,0
CUST_0582,75,10.71,7,0,8,57,Low Value,Medium,0
CUST_0583,38,9.5,4,0,7,27,Low Value,Low,0
CUST_0584,720,36.0,20,0,5,83,Medium Value,High,0
CUST_0585,1097,68.56,16,0,1,79,High Value,High,0
CUST_0586,545,32.06,17,0,5,69,Medium Value,High,0
CUST_0587,115,16.43,7,0,7,77,Low Value,High,0
CUST_0588,149,18.62,8,0,10,15,Low Value,Low,1
CUST_0589,63,12.6,5,0,5,99,Low Value,High,0
CUST_0590,27,6.75,4,0,7,61,Low Value,High,0
CUST_0591,34,8.5,4,0,7,23,Low Value,Low,0
CUST_0592,1171,68.88,17,1,3,84,High Value,High,0
CUST_0593,228,22.8,10,0,6,74,Low Value,High,0
CUST_0594,256,23.27,11,0,3,90,Low Value,High,0
CUST_0595,22,5.5,4,0,8,41,Low Value,Medium,0
CUST_0596,35,7.0,5,0,7,28,Low Value,Low,0
CUST_0597,841,38.23,22,0,5,73,Medium Value,High,1
CUST_0598,349,26.85,13,0,7,88,Low Value,High,0
CUST_0599,32,8.0,4,0,8,94,Low Value,High,0
CUST_0600,32,8.0,4,0,4,31,Low Value,Medium,0
CUST_0601,300,25.0,12,0,2,6,Low Value,Low,0
CUST_0602,389,27.79,14,0,6,23,Low Value,Low,0
CUST_0603,63,12.6,5,0,7,92,Low Value,High,0
CUST_0604,904,69.54,13,2,1,52,Medium Value,Medium,0
CUST_0605,31,7.75,4,0,7,50,Low Value,Medium,0
CUST_0606,874,43.7,20,1,3,54,Medium Value,Medium,0
CUST_0607,30,6.0,5,0,6,93,Low Value,High,0
CUST_0608,1047,55.11,19,0,3,56,High Value,Medium,0
CUST_0609,1808,66.96,27,0,7,28,High Value,Low,1
CUST_0610,95,15.83,6,0,9,94,Low Value,High,0
CUST_0611,188,20.89,9,0,9,76,Low Value,High,0
CUST_0612,1556,67.65,23,0,8,43,High Value,Medium,0
CUST_0613,909,69.92,13,0,1,46,Medium Value,Medium,0
CUST_0614,806,38.38,21,0,4,13,Medium Value,Low,0
CUST_0615,63,10.5,6,1,7,27,Low Value,Low,1
CUST_0616,1508,75.4,20,0,3,12,High Value,Low,1
CUST_0617,15,5.0,3,0,7,3,Low Value,Low,0
CUST_0618,1212,39.1,31,0,5,72,High Value,High,0
CUST_0619,345,26.54,13,0,4,6,Low Value,Low,0
CUST_0620,1408,67.05,21,0,7,53,High Value,Medium,1
CUST_0621,1106,69.12,16,1,2,58,High Value,Medium,0
CUST_0622,846,38.45,22,0,2,78,Medium Value,High,0
CUST_0623,1322,66.1,20,0,2,57,High Value,Medium,0
CUST_0624,1282,67.47,19,0,6,37,High Value,Medium,0
CUST_0625,342,26.31,13,1,5,20,Low Value,Low,0
CUST_0626,2105,175.42,12,2,2,73,High Value,High,1
CUST_0627,224,22.4,10,0,6,56,Low Value,Medium,0
CUST_0628,1517,50.57,30,2,3,36,High Value,Medium,1
CUST_0629,216,21.6,10,0,4,9,Low Value,Low,0
CUST_0630,1042,41.68,25,0,4,42,High Value,Medium,0
CUST_0631,453,30.2,15,0,5,28,Low Value,Low,0
CUST_0632,1970,103.68,19,1,1,23,High Value,Low,0
CUST_0633,42,10.5,4,0,9,38,Low Value,Medium,0
CUST_0634,1163,43.07,27,0,6,63,High Value,High,0
CUST_0635,58,9.67,6,0,2,71,Low Value,High,0
CUST_0636,348,26.77,13,0,8,9,Low Value,Low,0
CUST_0637,150,18.75,8,0,6,87,Low Value,High,0
CUST_0638,185,20.56,9,0,6,92,Low Value,High,0
CUST_0639,1024,40.96,25,0,4,36,High Value,Medium,0
CUST_0640,147,18.38,8,1,6,86,Low Value,High,0
CUST_0641,592,32.89,18,0,6,83,Medium Value,High,0
CUST_0642,16,5.33,3,0,7,74,Low Value,High,0
CUST_0643,913,39.7,23,0,4,87,Medium Value,High,0
CUST_0644,63,12.6,5,0,8,29,Low Value,Low,0
CUST_0645,24,6.0,4,0,6,88,Low Value,High,0
CUST_0646,41,10.25,4,0,8,77,Low Value,High,0
CUST_0647,17,5.67,3,0,7,25,Low Value,Low,0
CUST_0648,44,8.8,5,0,6,34,Low Value,Medium,0
CUST_0649,32,8.0,4,0,8,43,Low Value,Medium,0
CUST_0650,180,20.0,9,0,3,76,Low Value,High,0
CUST_0651,1038,41.52,25,0,5,81,High Value,High,0
CUST_0652,491,30.69,16,0,6,87,Low Value,High,0
CUST_0653,888,68.31,13,0,3,33,Medium Value,Medium,0
CUST_0654,611,33.94,18,0,4,38,Medium Value,Medium,0
CUST_0655,952,68.0,14,0,8,63,Medium Value,High,0
CUST_0656,10,3.33,3,0,8,26,Low Value,Low,0
CUST_0657,1205,66.94,18,1,5,17,High Value,Low,1
CUST_0658,485,30.31,16,0,1,75,Low Value,High,0
CUST_0659,154,19.25,8,1,9,13,Low Value,Low,1
CUST_0660,658,34.63,19,0,2,19,Medium Value,Low,0
CUST_0661,774,36.86,21,0,6,51,Medium Value,Medium,0
CUST_0662,1959,67.55,29,0,7,81,High Value,High,0
CUST_0663,422,30.14,14,0,8,32,Low Value,Medium,0
CUST_0664,216,21.6,10,0,5,84,Low Value,High,0
CUST_0665,1092,68.25,16,0,1,87,High Value,High,0
CUST_0666,611,33.94,18,0,4,99,Medium Value,High,0
CUST_0667,2074,98.76,21,0,2,96,High Value,High,1
CUST_0668,1320,66.0,20,2,1,40,High Value,Medium,0
CUST_0669,977,69.79,14,0,2,3,Medium Value,Low,0
CUST_0670,489,30.56,16,1,6,98,Low Value,High,1
CUST_0671,858,71.5,12,0,2,73,Medium Value,High,0
CUST_0672,190,21.11,9,0,3,90,Low Value,High,0
CUST_0673,19,4.75,4,0,6,29,Low Value,Low,0
CUST_0674,90,15.0,6,0,7,3,Low Value,Low,1
CUST_0675,120,17.14,7,0,3,94,Low Value,High,0
CUST_0676,19,6.33,3,0,6,65,Low Value,High,0
CUST_0677,55,11.0,5,0,8,33,Low Value,Medium,1
CUST_0678,607,33.72,18,0,6,46,Medium Value,Medium,0
CUST_0679,970,35.93,27,1,4,29,Medium Value,Low,0
CUST_0680,700,41.18,17,0,4,99,Medium Value,High,0
CUST_0681,591,32.83,18,0,4,26,Medium Value,Low,0
CUST_0682,1211,67.28,18,1,8,30,High Value,Medium,0
CUST_0683,1605,114.64,14,3,1,27,High Value,Low,1
CUST_0684,182,20.22,9,0,7,24,Low Value,Low,0
CUST_0685,1350,67.5,20,2,4,93,High Value,High,0
CUST_0686,39,7.8,5,0,2,34,Low Value,Medium,0
CUST_0687,607,33.72,18,0,8,88,Medium Value,High,0
CUST_0688,757,68.82,11,1,7,96,Medium Value,High,0
CUST_0689,41,10.25,4,1,7,10,Low Value,Low,1
CUST_0690,12,4.0,3,0,8,26,Low Value,Low,0
CUST_0691,837,38.05,22,0,5,49,Medium Value,Medium,0
CUST_0692,70,11.67,6,0,6,11,Low Value,Low,0
CUST_0693,547,32.18,17,0,4,44,Medium Value,Medium,0
CUST_0694,229,22.9,10,0,7,75,Low Value,High,0
CUST_0695,1364,136.4,10,0,1,64,High Value,High,0
CUST_0696,1072,67.0,16,1,2,19,High Value,Low,1
CUST_0697,43,8.6,5,0,7,45,Low Value,Medium,0
CUST_0698,1011,40.44,25,0,6,77,High Value,High,0
CUST_0699,18,6.0,3,0,7,9,Low Value,Low,0
CUST_0700,956,68.29,14,0,4,1,Medium Value,Low,0
CUST_0701,714,35.7,20,0,7,90,Medium Value,High,0
CUST_0702,15,3.75,4,0,7,43,Low Value,Medium,0
CUST_0703,1698,113.2,15,0,3,79,High Value,High,0
CUST_0704,39,5.57,7,1,9,19,Low Value,Low,1
CUST_0705,61,12.2,5,0,6,99,Low Value,High,0
CUST_0706,1332,57.91,23,1,2,62,High Value,High,0
CUST_0707,876,39.82,22,0,1,41,Medium Value,Medium,0
CUST_0708,385,27.5,14,0,7,60,Low Value,High,0
CUST_0709,653,26.12,25,1,4,17,Medium Value,Low,0
CUST_0710,11,3.67,3,0,5,24,Low Value,Low,0
CUST_0711,437,29.13,15,0,8,60,Low Value,High,0
CUST_0712,497,31.06,16,0,3,57,Low Value,Medium,0
CUST_0713,254,23.09,11,0,8,74,Low Value,High,0
CUST_0714,1430,130.0,11,3,5,22,High Value,Low,0
CUST_0715,1677,67.08,25,3,2,46,High Value,Medium,1
CUST_0716,1165,68.53,17,0,4,69,High Value,High,0
CUST_0717,313,26.08,12,0,2,29,Low Value,Low,0
CUST_0718,12,4.0,3,0,7,37,Low Value,Medium,0
CUST_0719,1241,68.94,18,0,4,26,High Value,Low,0
CUST_0720,1078,41.46,26,0,5,8,High Value,Low,0
CUST_0721,73,12.17,6,0,8,26,Low Value,Low,0
CUST_0722,53,8.83,6,0,5,79,Low Value,High,0
CUST_0723,69,9.86,7,0,6,71,Low Value,High,0
CUST_0724,862,43.1,20,1,3,83,Medium Value,High,0
CUST_0725,1383,72.79,19,1,1,57,High Value,Medium,0
CUST_0726,31,5.17,6,0,5,37,Low Value,Medium,0
CUST_0727,916,39.83,23,0,1,30,Medium Value,Medium,0
CUST_0728,17,5.67,3,1,7,34,Low Value,Medium,0
CUST_0729,1150,42.59,27,1,6,0,High Value,Low,1
CUST_0730,1413,67.29,21,0,2,89,High Value,High,0
CUST_0731,445,29.67,15,0,3,92,Low Value,High,0
CUST_0732,913,39.7,23,0,4,87,Medium Value,High,0
CUST_0733,1713,71.38,24,3,8,20,High Value,Low,1
CUST_0734,1360,68.0,20,0,3,56,High Value,Medium,0
CUST_0735,917,39.87,23,0,4,28,Medium Value,Low,0
CUST_0736,1214,67.44,18,0,6,55,High Value,Medium,1
CUST_0737,1019,67.93,15,0,8,25,High Value,Low,0
CUST_0738,69,11.5,6,0,4,0,Low Value,Low,0
CUST_0739,83,11.86,7,0,5,86,Low Value,High,0
CUST_0740,55,9.17,6,0,7,8,Low Value,Low,0
CUST_0741,548,32.24,17,0,6,33,Medium Value,Medium,0
CUST_0742,1387,69.35,20,0,3,13,High Value,Low,0
CUST_0743,52,10.4,5,1,7,12,Low Value,Low,1
CUST_0744,606,33.67,18,0,1,92,Medium Value,High,0
CUST_0745,183,20.33,9,0,6,90,Low Value,High,0
CUST_0746,1783,111.44,16,0,2,8,High Value,Low,0
CUST_0747,1243,44.39,28,0,6,6,High Value,Low,0
CUST_0748,122,17.43,7,0,4,91,Low Value,High,0
CUST_0749,392,28.0,14,0,6,52,Low Value,Medium,0
CUST_0750,668,35.16,19,0,2,3,Medium Value,Low,0
CUST_0751,1302,68.53,19,0,3,57,High Value,Medium,0
CUST_0752,542,31.88,17,0,8,9,Medium Value,Low,1
CUST_0753,69,11.5,6,0,7,22,Low Value,Low,0
CUST_0754,125,125.0,1,0,20,76,Low Value,High,0
CUST_0755,16,5.33,3,0,7,86,Low Value,High,0
CUST_0756,87,14.5,6,0,6,64,Low Value,High,0
CUST_0757,1158,68.12,17,0,1,90,High Value,High,0
CUST_0758,39,9.75,4,0,3,79,Low Value,High,0
CUST_0759,1391,69.55,20,0,2,28,High Value,Low,0
CUST_0760,1230,68.33,18,0,1,86,High Value,High,0
CUST_0761,24,6.0,4,0,4,42,Low Value,Medium,0
CUST_0762,16,4.0,4,0,7,39,Low Value,Medium,0
CUST_0763,19,6.33,3,0,7,8,Low Value,Low,0
CUST_0764,35,8.75,4,0,8,40,Low Value,Medium,0
CUST_0765,40,8.0,5,0,7,5,Low Value,Low,0
CUST_0766,41,5.86,7,0,7,96,Low Value,High,0
CUST_0767,615,34.17,18,1,7,28,Medium Value,Low,1
CUST_0768,490,30.62,16,1,7,22,Low Value,Low,0
CUST_0769,343,26.38,13,0,9,30,Low Value,Medium,0
CUST_0770,1551,119.31,13,0,2,45,High Value,Medium,0
CUST_0771,706,44.12,16,3,2,58,Medium Value,Medium,1
CUST_0772,37,7.4,5,1,7,49,Low Value,Medium,0
CUST_0773,258,23.45,11,0,4,37,Low Value,Medium,0
CUST_0774,125,17.86,7,0,3,70,Low Value,High,0
CUST_0775,303,25.25,12,1,7,33,Low Value,Medium,0
CUST_0776,732,36.6,20,0,6,98,Medium Value,High,0
CUST_0777,894,38.87,23,0,8,17,Medium Value,Low,0
CUST_0778,1565,68.04,23,0,3,54,High Value,Medium,0
CUST_0779,55,7.86,7,0,8,39,Low Value,Medium,0
CUST_0780,557,32.76,17,0,4,81,Medium Value,High,0
CUST_0781,33,8.25,4,0,5,71,Low Value,High,0
CUST_0782,123,17.57,7,0,6,62,Low Value,High,0
CUST_0783,1145,42.41,27,0,2,8,High Value,Low,0
CUST_0784,1497,68.05,22,3,8,76,High Value,High,1
CUST_0785,437,29.13,15,0,7,66,Low Value,High,0
CUST_0786,63,12.6,5,0,2,83,Low Value,High,0
CUST_0787,360,27.69,13,0,3,28,Low Value,Low,0
CUST_0788,894,68.77,13,1,8,87,Medium Value,High,0
CUST_0789,1384,69.2,20,0,2,43,High Value,Medium,0
CUST_0790,40,10.0,4,0,6,0,Low Value,Low,0
CUST_0791,38,7.6,5,0,8,1,Low Value,Low,1
CUST_0792,694,46.27,15,0,2,1,Medium Value,Low,0
CUST_0793,791,37.67,21,0,4,72,Medium Value,High,0
CUST_0794,1467,66.68,22,0,1,72,High Value,High,0
CUST_0795,491,30.69,16,0,3,12,Low Value,Low,0
CUST_0796,16,5.33,3,0,6,89,Low Value,High,0
CUST_0797,502,31.38,16,0,9,67,Medium Value,High,0
CUST_0798,712,35.6,20,0,5,54,Medium Value,Medium,0
CUST_0799,43,8.6,5,0,8,34,Low Value,Medium,0
CUST_0800,1791,105.35,17,2,3,15,High Value,Low,1
CUST_0801,44,8.8,5,0,7,43,Low Value,Medium,0
CUST_0802,540,31.76,17,1,5,0,Medium Value,Low,1
CUST_0803,120,17.14,7,0,8,74,Low Value,High,0
CUST_0804,1924,101.26,19,4,6,61,High Value,High,1
CUST_0805,1542,67.04,23,0,8,51,High Value,Medium,0
CUST_0806,1601,114.36,14,2,5,97,High Value,High,0
CUST_0807,34,8.5,4,0,8,75,Low Value,High,0
CUST_0808,1426,67.9,21,0,4,83,High Value,High,0
CUST_0809,21,5.25,4,0,6,23,Low Value,Low,0
CUST_0810,55,11.0,5,0,5,65,Low Value,High,0
CUST_0811,535,31.47,17,0,6,94,Medium Value,High,0
CUST_0812,532,31.29,17,0,5,42,Medium Value,Medium,0
CUST_0813,32,6.4,5,0,7,10,Low Value,Low,0
CUST_0814,38,9.5,4,0,8,94,Low Value,High,0
CUST_0815,902,39.22,23,0,3,50,Medium Value,Medium,0
CUST_0816,303,25.25,12,0,7,46,Low Value,Medium,0
CUST_0817,1446,55.62,26,0,3,98,High Value,High,0
CUST_0818,38,9.5,4,0,6,42,Low Value,Medium,0
CUST_0819,590,32.78,18,1,5,30,Medium Value,Medium,0
CUST_0820,59,9.83,6,0,5,11,Low Value,Low,0
CUST_0821,262,23.82,11,0,5,61,Low Value,High,0
CUST_0822,69,9.86,7,0,6,12,Low Value,Low,0
CUST_0823,63,9.0,7,0,9,76,Low Value,High,0
CUST_0824,1012,63.25,16,0,1,2,High Value,Low,0
CUST_0825,1879,104.39,18,3,2,43,High Value,Medium,1
CUST_0826,1140,67.06,17,0,3,27,High Value,Low,0
CUST_0827,701,35.05,20,0,5,60,Medium Value,High,0
CUST_0828,181,20.11,9,0,5,79,Low Value,High,0
CUST_0829,35,5.0,7,0,5,96,Low Value,High,0
CUST_0830,258,23.45,11,0,6,17,Low Value,Low,0
CUST_0831,539,31.71,17,0,4,0,Medium Value,Low,0
CUST_0832,1790,74.58,24,2,3,38,High Value,Medium,0
CUST_0833,26,6.5,4,1,5,43,Low Value,Medium,0
CUST_0834,429,28.6,15,2,8,1,Low Value,Low,1
CUST_0835,1010,42.08,24,0,7,25,High Value,Low,0
CUST_0836,41,10.25,4,0,7,2,Low Value,Low,0
CUST_0837,663,34.89,19,0,5,66,Medium Value,High,0
CUST_0838,39,9.75,4,0,8,49,Low Value,Medium,0
CUST_0839,1029,41.16,25,1,2,5,High Value,Low,0
CUST_0840,40,8.0,5,0,8,71,Low Value,High,0
CUST_0841,258,23.45,11,0,8,35,Low Value,Medium,0
CUST_0842,10,3.33,3,0,6,94,Low Value,High,0
CUST_0843,275,25.0,11,0,7,80,Low Value,High,0
CUST_0844,276,25.09,11,0,7,61,Low Value,High,0
CUST_0845,386,27.57,14,0,4,29,Low Value,Low,0
CUST_0846,386,27.57,14,0,5,0,Low Value,Low,0
CUST_0847,10,3.33,3,0,7,80,Low Value,High,0
CUST_0848,361,27.77,13,0,3,54,Low Value,Medium,0
CUST_0849,57,11.4,5,0,7,71,Low Value,High,0
CUST_0850,1727,107.94,16,2,3,27,High Value,Low,0
CUST_0851,957,68.36,14,1,3,61,Medium Value,High,0
CUST_0852,41,5.86,7,0,7,55,Low Value,Medium,0
CUST_0853,157,19.62,8,0,7,35,Low Value,Medium,0
CUST_0854,847,38.5,22,0,3,34,Medium Value,Medium,0
CUST_0855,1644,96.71,17,3,2,95,High Value,High,0
CUST_0856,497,31.06,16,0,6,64,Low Value,High,0
CUST_0857,120,17.14,7,0,8,30,Low Value,Medium,0
CUST_0858,1158,42.89,27,0,1,12,High Value,Low,0
CUST_0859,121,17.29,7,0,9,96,Low Value,High,0
CUST_0860,46,7.67,6,1,8,16,Low Value,Low,1
CUST_0861,47,9.4,5,0,8,16,Low Value,Low,0
CUST_0862,15,5.0,3,0,5,78,Low Value,High,0
CUST_0863,52,10.4,5,0,6,83,Low Value,High,0
CUST_0864,2074,98.76,21,0,2,96,High Value,High,1
CUST_0865,1889,104.94,18,0,1,67,High Value,High,0
CUST_0866,251,22.82,11,0,9,87,Low Value,High,0
CUST_0867,50,10.0,5,0,7,34,Low Value,Medium,0
CUST_0868,506,31.62,16,0,8,46,Medium Value,Medium,0
CUST_0869,1233,68.5,18,0,5,7,High Value,Low,0
CUST_0870,63,12.6,5,1,9,73,Low Value,High,0
CUST_0871,297,24.75,12,0,5,54,Low Value,Medium,0
CUST_0872,828,34.5,24,0,1,93,Medium Value,High,0
CUST_0873,12,4.0,3,0,7,52,Low Value,Medium,0
CUST_0874,860,39.09,22,1,6,53,Medium Value,Medium,1
CUST_0875,897,39.0,23,0,6,81,Medium Value,High,0
CUST_0876,662,34.84,19,0,5,8,Medium Value,Low,1
CUST_0877,1577,68.57,23,0,4,97,High Value,High,0
CUST_0878,398,28.43,14,0,6,50,Low Value,Medium,0
CUST_0879,58,8.29,7,0,8,38,Low Value,Medium,0
CUST_0880,871,51.24,17,0,2,61,Medium Value,High,0
CUST_0881,183,20.33,9,0,6,46,Low Value,Medium,0
CUST_0882,818,54.53,15,0,2,73,Medium Value,High,0
CUST_0883,313,26.08,12,0,3,19,Low Value,Low,0
CUST_0884,254,23.09,11,0,5,10,Low Value,Low,0
CUST_0885,1182,69.53,17,0,0,94,High Value,High,0
CUST_0886,1412,78.44,18,1,2,10,High Value,Low,1
CUST_0887,21,7.0,3,0,7,37,Low Value,Medium,0
CUST_0888,63,12.6,5,0,5,94,Low Value,High,0
CUST_0889,187,20.78,9,0,4,23,Low Value,Low,0
CUST_0890,1425,67.86,21,0,1,75,High Value,High,0
CUST_0891,1229,68.28,18,0,2,40,High Value,Medium,0
CUST_0892,1024,40.96,25,0,8,24,High Value,Low,1
