purchase_id,customer_id,product_id,purchase_date,quantity,total_amount,channel
6581,CUST_0691,1,2026-01-10,2,85.34,Catalog
6582,CUST_0691,2,2025-12-15,4,58.0,Web
6583,CUST_0691,3,2026-01-11,3,83.0,Web
6584,CUST_0691,4,2025-12-11,4,32.0,Store
6585,CUST_0691,6,2025-12-19,4,66.0,Store
6586,CUST_0692,1,2026-01-18,2,6.0,Catalog
6587,CUST_0692,2,2026-01-17,3,10.0,Web
6588,CUST_0692,3,2026-01-24,1,21.0,Catalog
6589,CUST_0692,4,2026-01-24,3,19.0,Store
6590,CUST_0692,5,2026-01-22,5,14.0,Web
6591,CUST_0692,6,2026-01-14,2,42.0,Web
6592,CUST_0693,1,2026-01-13,4,71.19,Store
6593,CUST_0693,1,2025-12-31,2,78.35,Store
6594,CUST_0693,1,2026-01-12,3,93.68,Web
6595,CUST_0693,2,2026-01-06,2,5.0,Store
6596,CUST_0693,3,2026-01-24,3,90.57,Store
6597,CUST_0693,3,2025-12-25,3,76.49,Store
6598,CUST_0693,4,2026-01-09,5,21.0,Web
6599,CUST_0693,5,2026-01-24,8,21.0,Catalog
6600,CUST_0693,6,2025-12-23,4,49.0,Store
6601,CUST_0694,1,2025-11-14,3,99.0,Web
6602,CUST_0694,2,2026-01-12,7,13.0,Catalog
6603,CUST_0694,3,2026-01-09,3,66.0,Catalog
6604,CUST_0694,4,2026-01-14,1,43.0,Web
6605,CUST_0694,5,2025-12-03,5,8.0,Store
6606,CUST_0694,6,2026-01-23,4,4.0,Catalog
6607,CUST_0695,1,2025-12-27,1,62.37,Store
6608,CUST_0695,1,2025-12-28,2,85.94,Store
6609,CUST_0695,1,2026-01-13,4,64.96,Catalog
6610,CUST_0695,1,2026-01-07,4,84.43,Catalog
6611,CUST_0695,1,2026-01-08,4,70.89,Web
6612,CUST_0695,1,2026-01-16,1,78.92,Store
6613,CUST_0695,1,2025-12-08,2,85.35,Catalog
6614,CUST_0695,1,2025-12-07,4,64.68,Web
6615,CUST_0695,1,2025-11-24,1,101.21,Store
6616,CUST_0695,2,2026-01-21,1,40.0,Store
6617,CUST_0695,3,2025-12-12,3,101.13,Store
6618,CUST_0695,3,2026-01-20,3,89.35,Store
6619,CUST_0695,3,2025-12-10,4,117.35,Web
6620,CUST_0695,4,2026-01-09,8,121.0,Catalog
6621,CUST_0695,5,2026-01-08,4,72.13,Store
6622,CUST_0695,5,2026-01-23,7,78.9,Web
6623,CUST_0695,6,2026-01-19,2,147.0,Web
6624,CUST_0696,1,2026-01-10,1,110.27,Catalog
6625,CUST_0696,1,2026-01-21,3,63.07,Catalog
6626,CUST_0696,1,2026-01-09,3,94.13,Store
6627,CUST_0696,1,2026-01-13,2,76.77,Catalog
6628,CUST_0696,2,2026-01-07,4,25.0,Store
6629,CUST_0696,3,2026-01-23,2,85.97,Web
6630,CUST_0696,3,2026-01-08,1,79.7,Web
6631,CUST_0696,3,2026-01-13,1,67.3,Web
6632,CUST_0696,3,2026-01-16,1,63.6,Catalog
6633,CUST_0696,3,2026-01-10,4,102.88,Web
6634,CUST_0696,3,2026-01-06,2,79.87,Catalog
6635,CUST_0696,4,2026-01-19,8,63.0,Web
6636,CUST_0696,5,2026-01-08,7,138.0,Catalog
6637,CUST_0696,6,2026-01-15,4,80.0,Catalog
6638,CUST_0697,1,2025-12-25,1,9.0,Store
6639,CUST_0697,2,2026-01-21,7,4.0,Store
6640,CUST_0697,3,2026-01-08,4,18.0,Catalog
6641,CUST_0697,4,2026-01-02,9,7.0,Web
6642,CUST_0697,5,2026-01-15,2,5.0,Catalog
6643,CUST_0697,6,2025-12-28,2,5.0,Catalog
6644,CUST_0698,1,2025-11-20,3,85.94,Catalog
6645,CUST_0698,1,2025-11-10,3,76.61,Web
6646,CUST_0698,1,2025-11-27,2,65.54,Catalog
6647,CUST_0698,1,2026-01-12,4,110.14,Web
6648,CUST_0698,1,2025-11-24,3,74.17,Web
6649,CUST_0698,2,2025-12-04,6,81.0,Catalog
6650,CUST_0698,3,2025-12-26,3,106.93,Catalog
6651,CUST_0698,3,2025-12-25,2,100.68,Store
6652,CUST_0698,3,2025-11-13,3,74.17,Web
6653,CUST_0698,3,2025-12-01,2,71.21,Catalog
6654,CUST_0698,5,2025-12-24,9,122.0,Catalog
6655,CUST_0698,6,2026-01-02,2,73.77,Store
6656,CUST_0698,6,2025-12-11,2,108.32,Store
6657,CUST_0699,1,2026-01-24,1,8.0,Web
6658,CUST_0699,2,2026-01-22,3,2.0,Catalog
6659,CUST_0699,3,2026-01-19,3,5.0,Web
6660,CUST_0699,4,2026-01-22,8,3.0,Store
6661,CUST_0699,6,2026-01-21,2,3.0,Web
6662,CUST_0700,1,2026-01-24,3,97.64,Store
6663,CUST_0700,1,2026-01-24,3,61.36,Store
6664,CUST_0700,1,2026-01-24,4,100.88,Store
6665,CUST_0700,1,2026-01-24,2,65.77,Store
6666,CUST_0700,1,2026-01-24,4,83.18,Web
6667,CUST_0700,1,2026-01-24,3,92.55,Catalog
6668,CUST_0700,1,2026-01-24,2,80.36,Catalog
6669,CUST_0700,1,2026-01-24,2,108.57,Catalog
6670,CUST_0700,2,2026-01-24,7,9.0,Web
6671,CUST_0700,3,2026-01-24,1,81.08,Store
6672,CUST_0700,3,2026-01-24,1,62.19,Catalog
6673,CUST_0700,3,2026-01-24,4,93.48,Catalog
6674,CUST_0700,5,2026-01-24,5,28.0,Catalog
6675,CUST_0700,6,2026-01-24,3,9.0,Store
6676,CUST_0701,1,2025-11-26,3,99.55,Web
6677,CUST_0701,1,2025-12-01,4,71.15,Store
6678,CUST_0701,1,2025-12-01,3,78.44,Catalog
6679,CUST_0701,1,2025-11-10,4,91.24,Catalog
6680,CUST_0701,1,2025-11-22,1,86.05,Web
6681,CUST_0701,1,2026-01-04,4,73.25,Catalog
6682,CUST_0701,3,2025-11-13,4,134.0,Catalog
6683,CUST_0701,4,2025-11-09,1,28.0,Web
6684,CUST_0701,5,2025-11-11,1,28.0,Web
6685,CUST_0701,6,2025-12-18,1,155.0,Catalog
6686,CUST_0702,1,2025-12-29,3,6.0,Web
6687,CUST_0702,3,2026-01-19,3,6.0,Web
6688,CUST_0702,4,2026-01-13,6,2.0,Catalog
6689,CUST_0702,5,2026-01-04,7,1.0,Store
6690,CUST_0702,6,2026-01-24,2,1.0,Store
6691,CUST_0703,1,2025-11-20,2,96.09,Store
6692,CUST_0703,1,2025-12-25,1,65.25,Web
6693,CUST_0703,1,2025-11-12,2,65.3,Store
6694,CUST_0703,1,2026-01-09,1,63.4,Catalog
6695,CUST_0703,1,2025-12-02,1,79.49,Web
6696,CUST_0703,1,2025-11-27,1,102.23,Catalog
6697,CUST_0703,1,2026-01-05,2,102.87,Store
6698,CUST_0703,2,2025-12-15,4,86.47,Catalog
6699,CUST_0703,2,2026-01-21,2,102.72,Catalog
6700,CUST_0703,3,2026-01-14,3,107.7,Store
6701,CUST_0703,3,2025-11-09,1,76.55,Catalog
6702,CUST_0703,3,2026-01-16,4,68.39,Store
6703,CUST_0703,3,2025-11-27,1,88.61,Web
6704,CUST_0703,3,2025-12-21,3,102.69,Catalog
6705,CUST_0703,3,2025-11-14,2,80.56,Store
6706,CUST_0703,3,2025-12-02,4,76.61,Catalog
6707,CUST_0703,4,2025-11-22,4,79.35,Catalog
6708,CUST_0703,4,2025-12-17,9,105.12,Store
6709,CUST_0703,5,2025-11-10,8,66.26,Catalog
6710,CUST_0703,5,2025-12-20,9,60.55,Web
6711,CUST_0703,6,2025-11-16,1,79.77,Web
6712,CUST_0703,6,2025-12-31,1,65.45,Catalog
6713,CUST_0703,6,2025-11-26,3,78.93,Web
6714,CUST_0704,1,2026-01-16,3,7.0,Store
6715,CUST_0704,3,2026-01-20,4,12.0,Catalog
6716,CUST_0704,4,2026-01-09,2,13.0,Catalog
6717,CUST_0704,5,2026-01-23,6,7.0,Catalog
6718,CUST_0704,6,2026-01-10,3,32.0,Catalog
6719,CUST_0705,1,2025-12-22,4,54.0,Store
6720,CUST_0705,3,2026-01-18,3,7.0,Catalog
6721,CUST_0705,6,2026-01-24,2,4.0,Web
6722,CUST_0706,1,2026-01-05,4,110.99,Web
6723,CUST_0706,1,2026-01-08,1,76.46,Web
6724,CUST_0706,1,2025-11-26,4,104.78,Store
6725,CUST_0706,1,2025-11-30,3,84.64,Store
6726,CUST_0706,1,2026-01-13,1,74.59,Store
6727,CUST_0706,2,2025-12-23,3,25.0,Web
6728,CUST_0706,3,2025-12-08,3,88.69,Store
6729,CUST_0706,3,2026-01-23,3,84.54,Web
6730,CUST_0706,3,2026-01-09,1,68.26,Store
6731,CUST_0706,3,2026-01-04,3,96.94,Web
6732,CUST_0706,3,2025-12-31,3,77.49,Store
6733,CUST_0706,3,2025-12-22,3,78.51,Store
6734,CUST_0706,3,2025-12-12,2,71.06,Web
6735,CUST_0706,3,2025-12-10,3,102.58,Catalog
6736,CUST_0706,4,2025-12-22,2,80.0,Web
6737,CUST_0706,5,2025-12-27,6,76.0,Catalog
6738,CUST_0706,6,2025-12-02,4,48.0,Catalog
6739,CUST_0707,1,2026-01-12,2,125.91,Web
6740,CUST_0707,1,2026-01-22,3,104.16,Catalog
6741,CUST_0707,1,2026-01-12,2,90.31,Catalog
6742,CUST_0707,2,2025-12-15,8,142.0,Catalog
6743,CUST_0707,3,2026-01-20,3,98.29,Web
6744,CUST_0707,3,2026-01-01,3,113.94,Web
6745,CUST_0707,4,2025-12-30,7,81.61,Store
6746,CUST_0707,4,2025-12-30,7,93.57,Catalog
6747,CUST_0707,5,2026-01-04,7,58.0,Store
6748,CUST_0707,6,2026-01-09,3,151.0,Store
6749,CUST_0708,1,2026-01-21,1,100.37,Catalog
6750,CUST_0708,1,2026-01-24,1,89.23,Store
6751,CUST_0708,1,2026-01-04,1,84.17,Store
6752,CUST_0708,2,2025-11-28,6,3.0,Web
6753,CUST_0708,3,2025-12-07,3,77.0,Web
6754,CUST_0708,4,2025-11-27,3,10.0,Catalog
6755,CUST_0708,5,2026-01-23,7,3.0,Catalog
6756,CUST_0708,6,2025-12-17,2,26.0,Store
6757,CUST_0709,1,2026-01-19,1,81.18,Web
6758,CUST_0709,1,2026-01-16,2,74.21,Store
6759,CUST_0709,1,2026-01-17,3,77.42,Store
6760,CUST_0709,1,2026-01-20,2,57.72,Web
6761,CUST_0709,1,2026-01-17,1,72.51,Web
6762,CUST_0709,2,2026-01-20,3,22.0,Store
6763,CUST_0709,3,2026-01-15,2,132.0,Web
6764,CUST_0709,4,2026-01-24,9,59.0,Catalog
6765,CUST_0709,5,2026-01-10,9,28.0,Store
6766,CUST_0709,6,2026-01-16,1,89.48,Catalog
6767,CUST_0709,6,2026-01-10,2,89.41,Catalog
6768,CUST_0710,1,2026-01-21,1,8.0,Store
6769,CUST_0710,3,2026-01-21,1,3.0,Web
6770,CUST_0711,1,2025-12-12,2,92.36,Web
6771,CUST_0711,1,2025-12-25,2,73.59,Catalog
6772,CUST_0711,1,2026-01-19,3,106.52,Web
6773,CUST_0711,1,2025-12-25,3,92.99,Store
6774,CUST_0711,2,2025-12-29,7,4.0,Catalog
6775,CUST_0711,3,2026-01-17,4,78.0,Catalog
6776,CUST_0711,4,2025-12-28,6,6.0,Store
6777,CUST_0711,6,2026-01-17,1,43.0,Store
6778,CUST_0712,1,2025-12-27,1,87.86,Catalog
6779,CUST_0712,1,2026-01-07,3,73.32,Store
6780,CUST_0712,1,2026-01-20,1,98.77,Web
6781,CUST_0712,1,2026-01-09,4,69.46,Store
6782,CUST_0712,2,2026-01-04,9,9.0,Store
6783,CUST_0712,3,2025-12-20,3,124.0,Store
6784,CUST_0712,4,2026-01-13,7,12.0,Web
6785,CUST_0712,5,2025-12-20,4,24.0,Catalog
6786,CUST_0712,6,2026-01-24,3,109.0,Store
6787,CUST_0713,1,2026-01-06,1,144.0,Store
6788,CUST_0713,2,2025-11-29,7,2.0,Store
6789,CUST_0713,3,2025-12-18,2,99.0,Catalog
6790,CUST_0713,4,2025-12-27,8,7.0,Web
6791,CUST_0713,5,2025-12-01,5,2.0,Web
6792,CUST_0713,6,2025-12-01,4,30.0,Web
6793,CUST_0714,1,2026-01-09,4,84.21,Web
6794,CUST_0714,1,2026-01-20,3,72.31,Catalog
6795,CUST_0714,1,2026-01-03,2,75.39,Store
6796,CUST_0714,1,2026-01-06,2,72.5,Store
6797,CUST_0714,1,2026-01-09,2,56.73,Catalog
6798,CUST_0714,1,2026-01-22,3,90.26,Store
6799,CUST_0714,1,2026-01-04,4,60.1,Store
6800,CUST_0714,1,2026-01-16,2,90.32,Store
6801,CUST_0714,1,2026-01-20,3,91.54,Catalog
6802,CUST_0714,1,2026-01-12,2,67.87,Catalog
6803,CUST_0714,1,2026-01-23,4,86.72,Catalog
6804,CUST_0714,1,2026-01-15,4,79.31,Catalog
6805,CUST_0714,1,2026-01-03,1,64.77,Store
6806,CUST_0714,1,2026-01-16,3,75.33,Store
6807,CUST_0714,2,2026-01-18,3,28.0,Web
6808,CUST_0714,3,2026-01-05,1,89.36,Catalog
6809,CUST_0714,3,2026-01-22,3,126.87,Web
6810,CUST_0714,4,2026-01-21,2,37.0,Catalog
6811,CUST_0714,5,2026-01-06,1,28.0,Store
6812,CUST_0714,6,2026-01-16,1,42.0,Catalog
6813,CUST_0715,1,2026-01-03,3,97.97,Catalog
6814,CUST_0715,1,2026-01-12,2,75.13,Web
6815,CUST_0715,1,2025-12-29,3,56.53,Catalog
6816,CUST_0715,1,2025-12-24,3,72.12,Catalog
6817,CUST_0715,1,2026-01-23,3,77.49,Store
6818,CUST_0715,1,2026-01-22,1,63.68,Web
6819,CUST_0715,1,2026-01-07,1,81.98,Catalog
6820,CUST_0715,1,2025-12-26,4,77.81,Store
6821,CUST_0715,1,2025-12-19,1,102.88,Catalog
6822,CUST_0715,1,2025-12-30,3,92.89,Web
6823,CUST_0715,1,2025-12-23,2,102.79,Catalog
6824,CUST_0715,1,2026-01-15,3,74.01,Catalog
6825,CUST_0715,3,2026-01-03,1,64.49,Web
6826,CUST_0715,3,2026-01-24,3,64.67,Catalog
6827,CUST_0715,3,2026-01-07,3,87.31,Web
6828,CUST_0715,3,2026-01-22,4,85.63,Web
6829,CUST_0715,3,2025-12-24,3,78.39,Catalog
6830,CUST_0715,3,2026-01-17,3,85.28,Store
6831,CUST_0715,3,2025-12-10,2,93.54,Store
6832,CUST_0715,4,2026-01-19,5,43.0,Web
6833,CUST_0715,5,2026-01-12,9,50.0,Store
6834,CUST_0716,1,2025-12-22,2,109.97,Catalog
6835,CUST_0716,1,2025-11-18,1,89.4,Catalog
6836,CUST_0716,1,2026-01-12,3,81.95,Catalog
6837,CUST_0716,1,2026-01-07,3,61.67,Web
6838,CUST_0716,1,2025-12-29,2,101.04,Store
6839,CUST_0716,2,2025-11-20,4,79.0,Web
6840,CUST_0716,3,2025-11-20,1,67.15,Store
6841,CUST_0716,3,2026-01-07,4,76.2,Web
6842,CUST_0716,3,2026-01-08,2,82.4,Web
6843,CUST_0716,3,2026-01-05,2,74.83,Store
6844,CUST_0716,4,2026-01-09,4,103.78,Store
6845,CUST_0716,4,2025-11-22,4,86.36,Web
6846,CUST_0716,5,2025-12-17,2,136.0,Store
6847,CUST_0716,6,2025-12-17,4,88.29,Store
6848,CUST_0716,6,2026-01-11,3,77.55,Catalog
6849,CUST_0717,1,2026-01-19,1,138.0,Store
6850,CUST_0717,2,2026-01-02,4,39.0,Store
6851,CUST_0717,3,2026-01-11,2,63.0,Store
6852,CUST_0717,4,2026-01-04,8,55.0,Web
6853,CUST_0717,5,2026-01-03,2,18.0,Store
6854,CUST_0717,6,2026-01-10,4,21.0,Catalog
6855,CUST_0718,3,2026-01-04,2,1.0,Web
6856,CUST_0718,4,2025-12-30,7,7.0,Catalog
6857,CUST_0718,5,2025-12-31,3,4.0,Catalog
6858,CUST_0718,6,2026-01-07,1,6.0,Store
6859,CUST_0719,1,2026-01-07,4,60.35,Catalog
6860,CUST_0719,1,2026-01-20,4,97.87,Catalog
6861,CUST_0719,1,2026-01-24,1,72.93,Catalog
6862,CUST_0719,1,2026-01-11,3,93.26,Catalog
6863,CUST_0719,1,2026-01-24,4,110.07,Web
6864,CUST_0719,1,2026-01-09,4,62.98,Web
6865,CUST_0719,2,2026-01-12,1,133.0,Store
6866,CUST_0719,3,2026-01-15,4,101.0,Web
6867,CUST_0719,3,2026-01-15,3,68.1,Catalog
6868,CUST_0719,3,2026-01-16,4,96.17,Store
6869,CUST_0719,3,2026-01-23,3,96.76,Web
6870,CUST_0719,3,2026-01-10,2,88.58,Web
6871,CUST_0719,3,2026-01-24,1,78.71,Web
6872,CUST_0719,4,2026-01-19,4,78.0,Store
6873,CUST_0719,5,2026-01-14,8,24.0,Store
6874,CUST_0719,6,2026-01-14,4,97.0,Catalog
6875,CUST_0720,1,2026-01-20,2,63.45,Store
6876,CUST_0720,1,2026-01-20,4,66.5,Web
6877,CUST_0720,1,2026-01-22,2,61.11,Web
6878,CUST_0720,1,2026-01-20,2,84.89,Store
6879,CUST_0720,1,2026-01-22,1,62.75,Catalog
6880,CUST_0720,1,2026-01-20,4,94.89,Catalog
6881,CUST_0720,1,2026-01-24,2,67.92,Catalog
6882,CUST_0720,1,2026-01-22,2,84.29,Web
6883,CUST_0720,1,2026-01-20,4,88.66,Catalog
6884,CUST_0720,1,2026-01-21,1,98.29,Catalog
6885,CUST_0720,1,2026-01-17,4,86.03,Web
6886,CUST_0720,2,2026-01-20,3,10.0,Web
6887,CUST_0720,3,2026-01-17,3,86.0,Web
6888,CUST_0720,4,2026-01-22,8,13.0,Store
6889,CUST_0720,5,2026-01-23,5,21.0,Catalog
6890,CUST_0720,6,2026-01-22,1,21.0,Catalog
6891,CUST_0721,1,2026-01-09,1,39.0,Store
6892,CUST_0721,2,2026-01-14,5,2.0,Store
6893,CUST_0721,3,2026-01-18,1,25.0,Store
6894,CUST_0721,4,2026-01-23,6,4.0,Catalog
6895,CUST_0721,5,2026-01-06,9,3.0,Store
6896,CUST_0721,6,2026-01-18,1,24.0,Catalog
6897,CUST_0722,1,2025-12-23,3,28.0,Catalog
6898,CUST_0722,2,2025-12-17,7,1.0,Catalog
6899,CUST_0722,3,2026-01-09,2,21.0,Catalog
6900,CUST_0722,4,2025-11-07,3,3.0,Web
6901,CUST_0722,6,2026-01-11,3,10.0,Web
6902,CUST_0723,1,2025-12-14,3,13.0,Web
6903,CUST_0723,2,2026-01-02,9,11.0,Store
6904,CUST_0723,3,2026-01-17,2,24.0,Catalog
6905,CUST_0723,4,2025-12-06,4,13.0,Web
6906,CUST_0723,5,2025-12-07,3,8.0,Web
6907,CUST_0723,6,2026-01-01,2,40.0,Web
6908,CUST_0724,1,2025-12-11,2,104.49,Web
6909,CUST_0724,1,2026-01-20,2,83.97,Catalog
6910,CUST_0724,1,2025-12-12,4,75.82,Web
6911,CUST_0724,2,2026-01-09,8,26.0,Web
6912,CUST_0724,3,2025-12-01,4,80.7,Store
6913,CUST_0724,3,2025-12-03,4,103.25,Web
6914,CUST_0724,3,2025-12-15,3,110.89,Store
6915,CUST_0724,3,2026-01-10,3,109.32,Store
6916,CUST_0724,4,2025-11-06,5,138.0,Store
6917,CUST_0724,5,2026-01-08,6,31.0,Catalog
6918,CUST_0724,6,2025-12-18,4,40.0,Web
6919,CUST_0725,1,2026-01-13,2,58.91,Store
6920,CUST_0725,1,2026-01-16,2,88.9,Web
6921,CUST_0725,1,2026-01-10,4,60.8,Catalog
6922,CUST_0725,1,2025-12-10,2,66.19,Catalog
6923,CUST_0725,1,2026-01-08,3,95.66,Catalog
6924,CUST_0725,1,2026-01-04,2,59.41,Store
6925,CUST_0725,1,2026-01-09,4,59.66,Catalog
6926,CUST_0725,1,2026-01-05,3,103.12,Catalog
6927,CUST_0725,1,2026-01-18,2,90.55,Catalog
6928,CUST_0725,1,2026-01-11,4,82.54,Store
6929,CUST_0725,1,2025-12-02,1,69.26,Store
6930,CUST_0725,2,2025-12-25,9,31.0,Catalog
6931,CUST_0725,3,2026-01-10,3,106.57,Web
6932,CUST_0725,3,2026-01-06,1,72.74,Web
6933,CUST_0725,3,2025-12-24,4,81.56,Web
6934,CUST_0725,3,2026-01-06,1,98.32,Catalog
6935,CUST_0725,4,2026-01-21,7,75.0,Catalog
6936,CUST_0725,5,2026-01-17,2,31.0,Web
6937,CUST_0725,6,2025-12-23,3,111.48,Web
6938,CUST_0725,6,2026-01-03,1,82.67,Catalog
6939,CUST_0726,1,2025-12-21,4,2.0,Catalog
6940,CUST_0726,2,2025-12-28,3,5.0,Store
6941,CUST_0726,3,2026-01-15,4,12.0,Web
6942,CUST_0726,4,2025-12-31,7,4.0,Store
6943,CUST_0726,5,2025-12-19,1,8.0,Catalog
6944,CUST_0726,6,2025-12-26,2,7.0,Web
6945,CUST_0727,1,2026-01-19,2,67.43,Catalog
6946,CUST_0727,1,2026-01-24,3,110.5,Web
6947,CUST_0727,1,2025-12-27,2,118.99,Store
6948,CUST_0727,2,2025-12-29,8,17.0,Web
6949,CUST_0727,3,2025-12-27,2,100.26,Store
6950,CUST_0727,3,2026-01-07,2,92.28,Store
6951,CUST_0727,3,2026-01-14,3,73.88,Catalog
6952,CUST_0727,3,2026-01-17,1,98.56,Web
6953,CUST_0727,4,2026-01-16,9,138.0,Web
6954,CUST_0727,5,2026-01-13,7,106.0,Catalog
6955,CUST_0727,6,2026-01-04,2,44.0,Catalog
6956,CUST_0728,1,2025-12-29,1,4.0,Web
6957,CUST_0728,2,2026-01-03,8,3.0,Web
6958,CUST_0728,3,2026-01-04,2,7.0,Catalog
6959,CUST_0728,5,2026-01-06,4,3.0,Catalog
6960,CUST_0728,6,2026-01-16,1,11.0,Store
6961,CUST_0729,1,2025-10-08,1,99.26,Catalog
6962,CUST_0729,1,2025-05-10,3,98.88,Store
6963,CUST_0729,1,2025-04-05,2,84.18,Web
6964,CUST_0729,1,2025-04-10,1,75.54,Web
6965,CUST_0729,1,2025-08-06,4,72.14,Web
6966,CUST_0729,1,2025-07-25,4,94.85,Store
6967,CUST_0729,1,2025-05-14,4,80.63,Web
6968,CUST_0729,1,2025-10-29,3,95.8,Store
6969,CUST_0729,1,2025-03-31,1,70.04,Web
6970,CUST_0729,2,2025-10-27,8,80.0,Catalog
6971,CUST_0729,3,2025-01-26,1,83.88,Catalog
6972,CUST_0729,3,2026-01-18,2,78.6,Catalog
6973,CUST_0729,3,2025-12-28,3,80.56,Catalog
6974,CUST_0729,4,2025-12-26,3,15.0,Web
6975,CUST_0729,5,2025-07-04,1,34.0,Web
6976,CUST_0729,6,2025-11-21,2,65.0,Store
6977,CUST_0730,1,2025-11-05,2,88.31,Web
6978,CUST_0730,1,2025-12-10,2,80.39,Store
6979,CUST_0730,1,2026-01-12,4,94.05,Web
6980,CUST_0730,1,2025-11-28,4,76.58,Store
6981,CUST_0730,1,2025-12-18,1,75.16,Web
6982,CUST_0730,1,2025-11-11,2,110.41,Store
6983,CUST_0730,2,2025-12-27,8,42.0,Catalog
6984,CUST_0730,3,2025-12-15,2,99.52,Store
6985,CUST_0730,3,2025-12-13,4,97.85,Catalog
6986,CUST_0730,3,2025-11-25,1,86.43,Web
6987,CUST_0730,3,2025-11-07,3,59.6,Store
6988,CUST_0730,3,2025-11-29,4,67.8,Catalog
6989,CUST_0730,3,2025-11-16,3,59.0,Web
6990,CUST_0730,3,2025-12-15,2,71.82,Catalog
6991,CUST_0730,3,2025-12-06,2,82.5,Store
6992,CUST_0730,3,2025-12-01,1,97.64,Store
6993,CUST_0730,4,2025-11-29,3,55.0,Store
6994,CUST_0730,5,2025-12-07,4,56.0,Catalog
6995,CUST_0730,6,2025-11-19,2,84.0,Web
6996,CUST_0731,1,2025-12-23,4,73.89,Store
6997,CUST_0731,1,2025-11-23,3,95.31,Web
6998,CUST_0731,1,2025-12-23,3,102.85,Catalog
6999,CUST_0731,1,2025-10-25,1,63.83,Catalog
7000,CUST_0731,2,2026-01-18,1,8.0,Catalog
7001,CUST_0731,3,2025-11-19,3,66.0,Web
7002,CUST_0731,4,2025-11-09,9,17.0,Catalog
7003,CUST_0731,5,2026-01-11,9,4.0,Catalog
7004,CUST_0731,6,2025-12-16,2,4.0,Catalog
7005,CUST_0732,1,2025-12-07,1,108.48,Web
7006,CUST_0732,1,2025-12-31,2,83.8,Catalog
7007,CUST_0732,1,2025-11-02,4,114.07,Store
7008,CUST_0732,1,2026-01-11,1,93.32,Store
7009,CUST_0732,1,2025-11-04,3,72.6,Web
7010,CUST_0732,2,2025-11-09,6,53.0,Catalog
7011,CUST_0732,3,2025-11-14,4,114.48,Store
7012,CUST_0732,3,2025-11-17,1,78.57,Web
7013,CUST_0732,4,2026-01-01,4,104.0,Store
7014,CUST_0732,5,2025-12-08,1,98.0,Catalog
7015,CUST_0732,6,2025-12-22,1,151.0,Store
7016,CUST_0733,1,2026-01-24,2,72.79,Store
7017,CUST_0733,1,2026-01-05,4,69.7,Catalog
7018,CUST_0733,1,2026-01-05,4,77.88,Store
7019,CUST_0733,1,2026-01-14,3,85.07,Catalog
7020,CUST_0733,1,2026-01-19,1,103.72,Catalog
7021,CUST_0733,1,2026-01-19,3,110.48,Web
7022,CUST_0733,1,2026-01-06,1,62.38,Catalog
7023,CUST_0733,1,2026-01-10,4,109.65,Store
7024,CUST_0733,1,2026-01-21,2,62.43,Catalog
7025,CUST_0733,2,2026-01-13,6,79.12,Web
7026,CUST_0733,2,2026-01-18,6,76.56,Web
7027,CUST_0733,3,2026-01-16,2,63.25,Store
7028,CUST_0733,3,2026-01-12,4,99.93,Web
7029,CUST_0733,3,2026-01-20,2,77.0,Catalog
7030,CUST_0733,3,2026-01-05,2,99.13,Web
7031,CUST_0733,3,2026-01-10,2,62.23,Web
7032,CUST_0733,3,2026-01-22,2,98.65,Catalog
7033,CUST_0733,3,2026-01-07,3,94.12,Catalog
7034,CUST_0733,3,2026-01-21,3,66.73,Web
7035,CUST_0733,4,2026-01-16,6,41.0,Web
7036,CUST_0733,5,2026-01-21,3,27.0,Store
7037,CUST_0733,6,2026-01-19,4,44.0,Catalog
7038,CUST_0734,1,2026-01-16,4,98.84,Store
7039,CUST_0734,1,2025-12-28,3,114.11,Store
7040,CUST_0734,1,2025-12-25,3,73.65,Catalog
7041,CUST_0734,1,2025-12-13,2,67.16,Catalog
7042,CUST_0734,1,2025-12-14,3,89.55,Store
7043,CUST_0734,1,2025-12-08,4,80.2,Store
7044,CUST_0734,1,2025-12-05,4,86.71,Web
7045,CUST_0734,1,2025-11-30,1,102.62,Web
7046,CUST_0734,2,2025-12-19,4,93.0,Web
7047,CUST_0734,3,2025-12-31,1,77.69,Store
7048,CUST_0734,3,2026-01-12,3,93.51,Store
7049,CUST_0734,3,2026-01-11,1,73.8,Catalog
7050,CUST_0734,3,2025-12-29,3,80.78,Catalog
7051,CUST_0734,4,2025-12-07,5,104.0,Web
7052,CUST_0734,5,2026-01-08,5,80.0,Store
7053,CUST_0734,6,2026-01-21,3,80.0,Store
7054,CUST_0735,1,2026-01-22,3,91.85,Store
7055,CUST_0735,1,2026-01-14,3,65.56,Web
7056,CUST_0735,1,2026-01-08,2,78.95,Catalog
7057,CUST_0735,1,2026-01-24,1,62.97,Store
7058,CUST_0735,2,2026-01-11,9,35.0,Store
7059,CUST_0735,3,2026-01-08,3,129.32,Store
7060,CUST_0735,3,2026-01-17,1,86.85,Store
7061,CUST_0735,3,2026-01-03,4,132.08,Store
7062,CUST_0735,4,2026-01-01,5,93.0,Catalog
7063,CUST_0735,5,2026-01-04,1,116.0,Store
7064,CUST_0735,6,2026-01-21,1,89.0,Store
7065,CUST_0736,1,2026-01-22,4,114.14,Store
7066,CUST_0736,1,2025-12-15,4,77.38,Web
