interaction_id,customer_id,interaction_date,device_type,page_views,session_duration
1204,CUST_0228,2026-01-05,Desktop,7,332
1205,CUST_0228,2026-01-11,Tablet,7,295
1206,CUST_0228,2026-01-18,Tablet,10,163
1207,CUST_0228,2026-01-23,Desktop,10,135
1208,CUST_0228,2026-01-21,Mobile,4,585
1209,CUST_0229,2025-12-27,Tablet,14,57
1210,CUST_0229,2026-01-04,Tablet,9,338
1211,CUST_0230,2026-01-09,Desktop,12,349
1212,CUST_0230,2025-12-30,Tablet,6,392
1213,CUST_0230,2026-01-07,Desktop,9,447
1214,CUST_0230,2025-12-29,Desktop,10,84
1215,CUST_0230,2026-01-07,Desktop,13,173
1216,CUST_0230,2026-01-20,Tablet,9,318
1217,CUST_0230,2026-01-15,Mobile,9,99
1218,CUST_0231,2026-01-08,Desktop,12,296
1219,CUST_0231,2026-01-21,Tablet,4,139
1220,CUST_0231,2026-01-16,Mobile,7,281
1221,CUST_0231,2026-01-23,Mobile,8,571
1222,CUST_0231,2025-12-29,Mobile,6,243
1223,CUST_0231,2026-01-11,Tablet,12,361
1224,CUST_0232,2026-01-16,Desktop,2,515
1225,CUST_0232,2026-01-03,Mobile,3,389
1226,CUST_0232,2025-12-29,Desktop,11,472
1227,CUST_0232,2026-01-10,Tablet,5,143
1228,CUST_0232,2026-01-15,Mobile,13,476
1229,CUST_0232,2026-01-02,Tablet,14,570
1230,CUST_0233,2026-01-01,Mobile,11,443
1231,CUST_0233,2025-12-31,Desktop,6,166
1232,CUST_0233,2026-01-10,Tablet,11,379
1233,CUST_0233,2026-01-11,Desktop,7,341
1234,CUST_0233,2026-01-02,Mobile,4,167
1235,CUST_0234,2026-01-12,Mobile,12,574
1236,CUST_0234,2026-01-17,Mobile,2,496
1237,CUST_0234,2025-12-27,Desktop,6,37
1238,CUST_0235,2025-12-28,Mobile,4,500
1239,CUST_0235,2026-01-13,Tablet,14,528
1240,CUST_0235,2026-01-05,Mobile,2,587
1241,CUST_0235,2025-12-27,Mobile,3,363
1242,CUST_0235,2026-01-06,Tablet,9,491
1243,CUST_0235,2025-12-29,Tablet,10,409
1244,CUST_0236,2026-01-03,Mobile,4,292
1245,CUST_0236,2026-01-21,Tablet,10,486
1246,CUST_0236,2026-01-02,Desktop,9,55
1247,CUST_0236,2026-01-20,Desktop,8,315
1248,CUST_0236,2026-01-07,Mobile,13,314
1249,CUST_0236,2026-01-05,Desktop,6,401
1250,CUST_0236,2026-01-06,Desktop,12,520
1251,CUST_0236,2026-01-23,Mobile,9,133
1252,CUST_0237,2026-01-07,Tablet,14,73
1253,CUST_0237,2026-01-04,Desktop,4,94
1254,CUST_0237,2026-01-15,Tablet,5,550
1255,CUST_0237,2026-01-11,Desktop,10,360
1256,CUST_0237,2026-01-09,Tablet,2,536
1257,CUST_0237,2026-01-14,Desktop,10,111
1258,CUST_0238,2026-01-24,Tablet,10,241
1259,CUST_0238,2026-01-09,Mobile,6,490
1260,CUST_0239,2026-01-21,Tablet,2,160
1261,CUST_0239,2026-01-02,Tablet,3,551
1262,CUST_0239,2025-12-29,Mobile,12,389
1263,CUST_0239,2025-12-30,Desktop,11,220
1264,CUST_0239,2026-01-19,Desktop,2,315
1265,CUST_0239,2026-01-17,Desktop,12,101
1266,CUST_0240,2026-01-15,Tablet,7,458
1267,CUST_0240,2026-01-18,Mobile,3,449
1268,CUST_0240,2026-01-05,Tablet,9,405
1269,CUST_0240,2026-01-13,Mobile,3,67
1270,CUST_0240,2026-01-04,Tablet,5,571
1271,CUST_0240,2026-01-18,Mobile,11,400
1272,CUST_0240,2026-01-05,Tablet,11,66
1273,CUST_0240,2026-01-02,Tablet,3,241
1274,CUST_0241,2026-01-03,Tablet,2,286
1275,CUST_0241,2025-12-26,Mobile,12,216
1276,CUST_0241,2026-01-04,Desktop,8,409
1277,CUST_0241,2026-01-03,Desktop,5,281
1278,CUST_0241,2026-01-11,Tablet,11,221
1279,CUST_0241,2025-12-28,Tablet,6,348
1280,CUST_0242,2026-01-04,Desktop,5,474
1281,CUST_0242,2026-01-08,Mobile,11,489
1282,CUST_0242,2026-01-21,Tablet,4,535
1283,CUST_0242,2025-12-26,Mobile,4,197
1284,CUST_0242,2026-01-20,Tablet,12,108
1285,CUST_0242,2026-01-07,Mobile,6,399
1286,CUST_0243,2026-01-22,Tablet,13,352
1287,CUST_0243,2026-01-07,Desktop,13,38
1288,CUST_0243,2026-01-17,Tablet,11,124
1289,CUST_0244,2026-01-15,Desktop,5,521
1290,CUST_0244,2026-01-20,Tablet,3,58
1291,CUST_0244,2026-01-24,Mobile,13,560
1292,CUST_0244,2025-12-30,Mobile,4,99
1293,CUST_0244,2026-01-11,Tablet,11,386
1294,CUST_0245,2026-01-12,Mobile,3,331
1295,CUST_0245,2026-01-13,Desktop,2,311
1296,CUST_0245,2026-01-19,Mobile,9,413
1297,CUST_0245,2026-01-10,Tablet,11,598
1298,CUST_0245,2026-01-06,Desktop,13,78
1299,CUST_0245,2025-12-26,Mobile,2,154
1300,CUST_0245,2025-12-27,Mobile,5,136
1301,CUST_0245,2026-01-05,Desktop,11,301
1302,CUST_0246,2025-12-31,Mobile,7,394
1303,CUST_0246,2026-01-08,Tablet,4,44
1304,CUST_0246,2026-01-05,Tablet,6,306
1305,CUST_0246,2026-01-14,Desktop,4,482
1306,CUST_0246,2025-12-28,Desktop,6,228
1307,CUST_0246,2026-01-05,Mobile,4,141
1308,CUST_0246,2026-01-06,Desktop,2,209
1309,CUST_0247,2026-01-08,Desktop,2,117
1310,CUST_0247,2025-12-29,Mobile,2,181
1311,CUST_0247,2025-12-27,Tablet,9,533
1312,CUST_0247,2026-01-17,Mobile,6,337
1313,CUST_0247,2026-01-10,Desktop,8,325
1314,CUST_0248,2026-01-24,Tablet,13,306
1315,CUST_0248,2026-01-14,Mobile,11,529
1316,CUST_0248,2026-01-03,Tablet,4,524
1317,CUST_0248,2026-01-24,Tablet,11,88
1318,CUST_0248,2025-12-31,Mobile,13,231
1319,CUST_0249,2025-12-31,Desktop,6,326
1320,CUST_0249,2026-01-23,Tablet,6,332
1321,CUST_0249,2026-01-16,Mobile,11,237
1322,CUST_0249,2026-01-04,Tablet,8,323
1323,CUST_0249,2026-01-19,Mobile,3,202
1324,CUST_0249,2026-01-18,Tablet,9,579
1325,CUST_0249,2025-12-26,Desktop,14,532
1326,CUST_0249,2025-12-27,Mobile,3,468
1327,CUST_0249,2026-01-09,Desktop,7,301
1328,CUST_0250,2026-01-05,Desktop,12,263
1329,CUST_0250,2026-01-16,Desktop,8,279
1330,CUST_0250,2026-01-03,Tablet,7,225
1331,CUST_0250,2026-01-12,Tablet,10,104
1332,CUST_0250,2026-01-13,Desktop,11,563
1333,CUST_0250,2026-01-06,Tablet,3,188
1334,CUST_0250,2026-01-19,Tablet,11,262
1335,CUST_0250,2026-01-05,Desktop,2,141
1336,CUST_0251,2026-01-01,Tablet,6,589
1337,CUST_0251,2026-01-24,Desktop,10,435
1338,CUST_0251,2026-01-08,Tablet,10,445
1339,CUST_0251,2026-01-12,Desktop,11,248
1340,CUST_0251,2026-01-18,Tablet,4,246
1341,CUST_0251,2025-12-28,Tablet,10,477
1342,CUST_0251,2026-01-20,Mobile,8,292
1343,CUST_0252,2026-01-19,Desktop,7,498
1344,CUST_0253,2026-01-13,Desktop,6,159
1345,CUST_0253,2026-01-12,Tablet,12,230
1346,CUST_0253,2026-01-19,Tablet,11,481
1347,CUST_0253,2026-01-12,Desktop,12,246
1348,CUST_0253,2026-01-11,Mobile,5,367
1349,CUST_0253,2026-01-17,Tablet,14,382
1350,CUST_0253,2026-01-13,Desktop,8,354
1351,CUST_0254,2026-01-21,Desktop,13,98
1352,CUST_0255,2026-01-07,Mobile,3,460
1353,CUST_0255,2025-12-28,Desktop,6,531
1354,CUST_0255,2026-01-09,Tablet,3,327
1355,CUST_0255,2026-01-17,Mobile,5,196
1356,CUST_0255,2026-01-24,Mobile,2,268
1357,CUST_0255,2026-01-07,Tablet,3,325
1358,CUST_0256,2026-01-20,Mobile,8,439
1359,CUST_0256,2026-01-17,Desktop,2,485
1360,CUST_0256,2026-01-10,Mobile,12,341
1361,CUST_0256,2026-01-13,Desktop,5,208
1362,CUST_0256,2026-01-04,Mobile,10,448
1363,CUST_0256,2026-01-19,Mobile,3,289
1364,CUST_0256,2026-01-15,Mobile,6,316
1365,CUST_0257,2026-01-22,Desktop,13,297
1366,CUST_0257,2026-01-04,Tablet,12,119
1367,CUST_0257,2026-01-09,Desktop,3,441
1368,CUST_0257,2026-01-04,Mobile,4,343
1369,CUST_0257,2026-01-17,Mobile,5,417
1370,CUST_0258,2026-01-04,Desktop,5,38
1371,CUST_0258,2025-12-26,Mobile,9,107
1372,CUST_0258,2026-01-24,Tablet,14,227
1373,CUST_0258,2026-01-24,Desktop,3,123
1374,CUST_0258,2026-01-02,Mobile,10,112
1375,CUST_0259,2026-01-21,Desktop,2,551
1376,CUST_0259,2026-01-22,Desktop,9,289
1377,CUST_0259,2026-01-02,Tablet,5,94
1378,CUST_0259,2026-01-14,Desktop,5,395
1379,CUST_0259,2025-12-29,Mobile,8,65
1380,CUST_0259,2025-12-27,Tablet,12,358
1381,CUST_0260,2025-12-26,Tablet,13,326
1382,CUST_0260,2026-01-10,Tablet,11,436
1383,CUST_0260,2025-12-27,Desktop,4,252
1384,CUST_0260,2025-12-28,Mobile,9,140
1385,CUST_0260,2026-01-17,Mobile,4,134
1386,CUST_0260,2026-01-14,Tablet,4,277
1387,CUST_0260,2026-01-22,Tablet,13,163
1388,CUST_0261,2026-01-24,Tablet,9,325
1389,CUST_0261,2026-01-16,Tablet,9,324
1390,CUST_0261,2026-01-22,Mobile,11,314
1391,CUST_0261,2025-12-27,Mobile,7,67
1392,CUST_0262,2025-12-27,Desktop,11,261
1393,CUST_0262,2026-01-14,Mobile,2,268
1394,CUST_0262,2026-01-22,Tablet,12,54
1395,CUST_0262,2025-12-29,Tablet,2,188
1396,CUST_0262,2026-01-07,Mobile,3,138
1397,CUST_0263,2026-01-07,Desktop,13,136
1398,CUST_0264,2026-01-13,Desktop,8,105
1399,CUST_0265,2026-01-02,Desktop,12,177
1400,CUST_0265,2026-01-07,Desktop,8,127
1401,CUST_0265,2026-01-05,Tablet,6,255
1402,CUST_0265,2025-12-31,Tablet,6,323
1403,CUST_0265,2026-01-07,Tablet,3,234
1404,CUST_0265,2026-01-10,Mobile,12,290
1405,CUST_0266,2026-01-05,Mobile,5,448
1406,CUST_0266,2026-01-11,Mobile,8,456
1407,CUST_0266,2025-12-31,Desktop,6,288
1408,CUST_0266,2026-01-04,Desktop,11,343
1409,CUST_0266,2025-12-28,Mobile,14,584
1410,CUST_0266,2025-12-27,Tablet,12,429
1411,CUST_0266,2026-01-19,Tablet,13,492
1412,CUST_0267,2026-01-20,Mobile,7,460
1413,CUST_0267,2026-01-24,Desktop,5,161
1414,CUST_0267,2026-01-18,Desktop,3,368
1415,CUST_0267,2026-01-11,Tablet,6,286
1416,CUST_0267,2026-01-03,Tablet,3,205
1417,CUST_0267,2026-01-14,Tablet,9,272
1418,CUST_0267,2026-01-08,Tablet,14,108
1419,CUST_0267,2026-01-12,Mobile,3,315
1420,CUST_0268,2026-01-05,Desktop,11,93
1421,CUST_0268,2026-01-21,Desktop,14,199
1422,CUST_0268,2026-01-17,Mobile,9,167
1423,CUST_0268,2026-01-13,Desktop,11,455
1424,CUST_0268,2026-01-13,Tablet,8,133
1425,CUST_0268,2026-01-13,Desktop,2,515
1426,CUST_0268,2026-01-02,Desktop,13,544
1427,CUST_0269,2026-01-10,Mobile,4,266
1428,CUST_0269,2026-01-14,Desktop,14,147
1429,CUST_0270,2026-01-22,Mobile,12,180
1430,CUST_0270,2026-01-09,Mobile,6,217
1431,CUST_0270,2026-01-24,Desktop,3,245
1432,CUST_0270,2026-01-08,Mobile,14,458
1433,CUST_0270,2026-01-09,Mobile,13,452
1434,CUST_0271,2026-01-03,Tablet,10,101
1435,CUST_0271,2025-12-28,Mobile,5,288
1436,CUST_0271,2026-01-24,Desktop,2,370
1437,CUST_0271,2026-01-04,Mobile,2,191
1438,CUST_0271,2026-01-04,Desktop,7,591
1439,CUST_0271,2026-01-16,Tablet,8,212
1440,CUST_0271,2026-01-11,Desktop,9,160
1441,CUST_0272,2026-01-11,Mobile,9,92
1442,CUST_0272,2026-01-22,Desktop,10,286
1443,CUST_0272,2026-01-05,Desktop,14,416
1444,CUST_0273,2026-01-24,Desktop,4,336
1445,CUST_0273,2026-01-04,Tablet,10,591
1446,CUST_0273,2026-01-21,Tablet,3,185
1447,CUST_0273,2026-01-03,Desktop,14,544
1448,CUST_0273,2026-01-06,Mobile,5,529
1449,CUST_0274,2026-01-11,Tablet,13,73
1450,CUST_0274,2026-01-16,Desktop,13,119
1451,CUST_0274,2026-01-02,Tablet,8,310
1452,CUST_0275,2026-01-02,Mobile,14,482
1453,CUST_0275,2026-01-06,Tablet,11,498
1454,CUST_0275,2026-01-24,Tablet,6,365
1455,CUST_0275,2026-01-01,Desktop,2,444
1456,CUST_0275,2026-01-10,Tablet,9,206
1457,CUST_0275,2025-12-27,Mobile,3,310
1458,CUST_0275,2025-12-31,Desktop,13,83
1459,CUST_0275,2026-01-02,Tablet,10,292
1460,CUST_0276,2026-01-10,Mobile,10,539
1461,CUST_0276,2026-01-15,Mobile,10,177
1462,CUST_0276,2025-12-29,Desktop,5,404
1463,CUST_0276,2026-01-19,Desktop,10,83
1464,CUST_0276,2026-01-15,Tablet,11,375
1465,CUST_0276,2026-01-06,Desktop,9,216
1466,CUST_0276,2026-01-24,Tablet,2,242
1467,CUST_0277,2026-01-23,Desktop,8,357
1468,CUST_0277,2026-01-06,Desktop,7,210
1469,CUST_0277,2026-01-09,Tablet,6,371
1470,CUST_0277,2026-01-23,Mobile,7,250
1471,CUST_0277,2025-12-26,Mobile,4,385
1472,CUST_0277,2026-01-07,Mobile,3,305
1473,CUST_0277,2025-12-30,Mobile,7,56
1474,CUST_0278,2026-01-03,Tablet,7,202
1475,CUST_0278,2025-12-27,Mobile,6,103
1476,CUST_0278,2025-12-27,Mobile,13,223
1477,CUST_0278,2026-01-05,Mobile,12,277
1478,CUST_0279,2026-01-06,Desktop,8,104
1479,CUST_0279,2025-12-31,Tablet,3,131
1480,CUST_0279,2026-01-09,Mobile,9,93
1481,CUST_0279,2026-01-10,Desktop,9,391
1482,CUST_0279,2026-01-14,Mobile,9,478
1483,CUST_0279,2025-12-26,Tablet,11,516
1484,CUST_0279,2026-01-05,Desktop,12,167
1485,CUST_0279,2026-01-02,Desktop,13,357
1486,CUST_0279,2025-12-30,Tablet,7,100
1487,CUST_0280,2026-01-02,Tablet,10,246
1488,CUST_0280,2026-01-14,Mobile,10,90
1489,CUST_0280,2026-01-08,Mobile,6,587
1490,CUST_0280,2025-12-28,Tablet,5,191
1491,CUST_0280,2026-01-19,Mobile,5,298
1492,CUST_0280,2025-12-31,Tablet,8,420
1493,CUST_0281,2026-01-01,Tablet,6,588
1494,CUST_0281,2025-12-30,Tablet,11,291
1495,CUST_0281,2026-01-24,Mobile,6,326
1496,CUST_0281,2026-01-22,Desktop,4,590
1497,CUST_0281,2026-01-19,Tablet,12,519
1498,CUST_0281,2026-01-07,Mobile,14,359
1499,CUST_0281,2025-12-28,Desktop,5,273
1500,CUST_0281,2025-12-27,Tablet,14,139
1501,CUST_0282,2025-12-28,Desktop,5,462
1502,CUST_0282,2026-01-20,Mobile,9,294
1503,CUST_0282,2026-01-10,Desktop,14,472
1504,CUST_0282,2026-01-01,Desktop,3,220
1505,CUST_0282,2026-01-10,Desktop,11,281
1506,CUST_0282,2026-01-06,Desktop,9,250
1507,CUST_0282,2026-01-23,Desktop,5,184
1508,CUST_0283,2026-01-24,Mobile,5,165
1509,CUST_0283,2026-01-16,Tablet,10,460
1510,CUST_0283,2025-12-29,Tablet,6,493
1511,CUST_0283,2026-01-24,Mobile,11,531
1512,CUST_0283,2026-01-24,Mobile,8,565
1513,CUST_0283,2026-01-04,Mobile,7,276
1514,CUST_0283,2025-12-26,Tablet,5,263
1515,CUST_0283,2026-01-02,Mobile,7,517
1516,CUST_0284,2026-01-22,Tablet,11,500
1517,CUST_0285,2026-01-03,Desktop,12,63
1518,CUST_0285,2025-12-28,Tablet,2,423
1519,CUST_0285,2026-01-23,Desktop,12,497
1520,CUST_0285,2026-01-15,Desktop,3,79
1521,CUST_0285,2026-01-10,Desktop,11,324
1522,CUST_0286,2026-01-22,Desktop,7,177
1523,CUST_0286,2026-01-05,Desktop,11,120
1524,CUST_0286,2026-01-02,Desktop,4,295
1525,CUST_0286,2026-01-08,Mobile,9,522
1526,CUST_0286,2026-01-15,Desktop,7,510
1527,CUST_0287,2026-01-23,Tablet,14,217
1528,CUST_0287,2026-01-23,Desktop,8,58
1529,CUST_0287,2026-01-17,Mobile,9,276
1530,CUST_0287,2026-01-15,Desktop,8,81
1531,CUST_0287,2026-01-03,Desktop,9,271
1532,CUST_0287,2025-12-29,Mobile,9,549
1533,CUST_0288,2026-01-13,Tablet,10,127
1534,CUST_0288,2026-01-03,Desktop,3,294
1535,CUST_0288,2026-01-15,Tablet,4,394
1536,CUST_0288,2026-01-16,Tablet,6,92
1537,CUST_0289,2026-01-02,Desktop,14,599
1538,CUST_0289,2026-01-11,Tablet,3,366
1539,CUST_0289,2026-01-23,Tablet,6,326
1540,CUST_0289,2026-01-17,Tablet,3,464
1541,CUST_0289,2026-01-08,Tablet,11,55
1542,CUST_0289,2026-01-21,Mobile,12,333
1543,CUST_0289,2026-01-16,Desktop,5,47
1544,CUST_0289,2025-12-27,Desktop,9,589
1545,CUST_0290,2026-01-09,Mobile,4,314
1546,CUST_0290,2026-01-23,Desktop,7,125
1547,CUST_0290,2026-01-19,Desktop,4,75
1548,CUST_0290,2026-01-20,Desktop,10,311
1549,CUST_0290,2026-01-16,Mobile,7,410
1550,CUST_0290,2026-01-20,Tablet,8,362
1551,CUST_0290,2026-01-04,Mobile,14,397
1552,CUST_0291,2025-12-28,Mobile,8,94
1553,CUST_0291,2026-01-04,Tablet,5,451
1554,CUST_0292,2025-12-29,Tablet,8,584
1555,CUST_0292,2026-01-10,Mobile,12,421
1556,CUST_0292,2026-01-09,Mobile,7,241
1557,CUST_0292,2026-01-17,Mobile,4,536
1558,CUST_0292,2026-01-17,Tablet,4,349
1559,CUST_0292,2026-01-24,Mobile,13,216
1560,CUST_0292,2026-01-18,Mobile,11,552
1561,CUST_0292,2026-01-23,Mobile,7,340
1562,CUST_0292,2026-01-13,Mobile,3,46
1563,CUST_0293,2026-01-19,Tablet,10,145
1564,CUST_0294,2026-01-08,Desktop,10,392
1565,CUST_0294,2026-01-17,Mobile,12,42
1566,CUST_0294,2026-01-15,Desktop,6,479
1567,CUST_0294,2025-12-31,Desktop,3,270
1568,CUST_0294,2026-01-01,Tablet,14,417
1569,CUST_0294,2026-01-09,Mobile,13,182
1570,CUST_0294,2026-01-21,Tablet,11,381
1571,CUST_0295,2025-12-28,Mobile,9,264
1572,CUST_0295,2026-01-17,Mobile,8,204
1573,CUST_0295,2026-01-06,Mobile,2,455
1574,CUST_0295,2026-01-11,Tablet,11,534
1575,CUST_0296,2026-01-14,Tablet,7,125
1576,CUST_0296,2026-01-18,Desktop,11,239
1577,CUST_0296,2026-01-16,Desktop,12,540
1578,CUST_0296,2025-12-31,Desktop,14,152
1579,CUST_0296,2026-01-12,Mobile,6,89
1580,CUST_0296,2026-01-11,Mobile,11,342
1581,CUST_0297,2026-01-12,Mobile,6,205
1582,CUST_0297,2026-01-08,Tablet,7,440
1583,CUST_0297,2026-01-21,Tablet,11,162
1584,CUST_0297,2026-01-19,Desktop,5,551
1585,CUST_0297,2025-12-26,Mobile,12,388
1586,CUST_0297,2026-01-01,Mobile,12,521
1587,CUST_0297,2026-01-17,Tablet,3,69
1588,CUST_0298,2026-01-17,Mobile,5,277
1589,CUST_0298,2026-01-01,Tablet,5,595
1590,CUST_0298,2026-01-11,Mobile,4,255
1591,CUST_0299,2026-01-15,Mobile,4,246
1592,CUST_0299,2026-01-08,Tablet,11,432
1593,CUST_0299,2026-01-10,Mobile,12,439
1594,CUST_0299,2026-01-02,Desktop,11,598
1595,CUST_0300,2026-01-02,Mobile,2,165
1596,CUST_0300,2026-01-12,Tablet,10,506
1597,CUST_0300,2026-01-19,Desktop,13,407
1598,CUST_0300,2025-12-31,Desktop,9,256
1599,CUST_0300,2025-12-27,Desktop,8,373
1600,CUST_0301,2026-01-01,Desktop,9,377
1601,CUST_0301,2026-01-07,Mobile,7,229
1602,CUST_0301,2025-12-31,Tablet,9,246
1603,CUST_0301,2026-01-19,Desktop,10,368
1604,CUST_0301,2026-01-10,Mobile,8,517
1605,CUST_0301,2026-01-03,Desktop,9,315
1606,CUST_0301,2026-01-19,Tablet,11,127
1607,CUST_0302,2026-01-14,Tablet,14,373
1608,CUST_0302,2025-12-27,Mobile,13,469
1609,CUST_0302,2026-01-02,Tablet,14,224
1610,CUST_0303,2026-01-01,Mobile,3,43
1611,CUST_0303,2025-12-26,Mobile,13,137
1612,CUST_0303,2026-01-21,Tablet,10,104
1613,CUST_0303,2026-01-20,Mobile,14,535
1614,CUST_0303,2026-01-16,Desktop,8,349
1615,CUST_0304,2026-01-11,Mobile,5,511
1616,CUST_0304,2026-01-04,Tablet,8,36
1617,CUST_0305,2025-12-30,Desktop,9,594
1618,CUST_0305,2026-01-13,Mobile,13,259
1619,CUST_0305,2025-12-31,Desktop,13,503
1620,CUST_0305,2026-01-04,Tablet,11,118
1621,CUST_0305,2026-01-14,Desktop,14,597
1622,CUST_0305,2026-01-06,Tablet,13,83
1623,CUST_0305,2026-01-21,Mobile,7,108
1624,CUST_0306,2026-01-10,Tablet,14,424
1625,CUST_0306,2026-01-08,Mobile,12,487
1626,CUST_0306,2026-01-13,Mobile,4,65
1627,CUST_0306,2026-01-20,Desktop,9,255
1628,CUST_0306,2026-01-13,Mobile,14,411
1629,CUST_0306,2026-01-19,Mobile,11,305
1630,CUST_0306,2026-01-08,Desktop,6,147
1631,CUST_0307,2026-01-04,Tablet,11,455
1632,CUST_0307,2026-01-20,Desktop,6,54
1633,CUST_0307,2025-12-31,Tablet,4,339
1634,CUST_0307,2026-01-09,Mobile,13,459
1635,CUST_0307,2026-01-13,Tablet,10,362
1636,CUST_0307,2026-01-18,Mobile,6,199
1637,CUST_0307,2026-01-11,Mobile,11,483
1638,CUST_0308,2026-01-19,Mobile,4,358
1639,CUST_0308,2026-01-08,Desktop,9,456
1640,CUST_0308,2026-01-05,Tablet,14,32
1641,CUST_0308,2025-12-30,Desktop,5,243
1642,CUST_0308,2025-12-29,Desktop,5,381
1643,CUST_0308,2026-01-21,Tablet,13,367
1644,CUST_0308,2025-12-31,Mobile,7,84
1645,CUST_0308,2026-01-01,Tablet,11,554
1646,CUST_0309,2026-01-01,Tablet,2,147
1647,CUST_0309,2025-12-26,Mobile,13,576
1648,CUST_0309,2025-12-26,Tablet,3,407
1649,CUST_0310,2026-01-18,Tablet,8,367
1650,CUST_0310,2026-01-12,Mobile,4,408
1651,CUST_0310,2025-12-29,Desktop,7,217
1652,CUST_0310,2025-12-31,Mobile,2,133
1653,CUST_0310,2026-01-18,Mobile,13,144
1654,CUST_0310,2026-01-24,Desktop,9,315
1655,CUST_0310,2026-01-03,Tablet,12,316
1656,CUST_0310,2026-01-10,Desktop,12,497
1657,CUST_0311,2025-12-27,Desktop,2,272
1658,CUST_0311,2026-01-01,Tablet,8,278
1659,CUST_0311,2026-01-12,Tablet,6,383
1660,CUST_0311,2026-01-15,Mobile,3,280
1661,CUST_0311,2026-01-09,Desktop,10,363
1662,CUST_0311,2026-01-11,Desktop,12,166
1663,CUST_0311,2025-12-29,Desktop,6,513
1664,CUST_0312,2026-01-19,Desktop,4,269
1665,CUST_0312,2026-01-05,Desktop,2,354
1666,CUST_0312,2026-01-10,Mobile,10,201
1667,CUST_0312,2026-01-22,Mobile,10,243
1668,CUST_0313,2026-01-22,Tablet,6,52
1669,CUST_0313,2026-01-18,Mobile,5,419
1670,CUST_0313,2026-01-04,Mobile,9,294
1671,CUST_0313,2025-12-26,Mobile,2,103
1672,CUST_0313,2026-01-11,Tablet,6,295
1673,CUST_0313,2026-01-13,Tablet,12,79
1674,CUST_0313,2026-01-03,Mobile,12,284
1675,CUST_0313,2026-01-18,Mobile,8,550
1676,CUST_0314,2025-12-31,Mobile,6,383
1677,CUST_0314,2026-01-09,Desktop,14,44
1678,CUST_0314,2026-01-07,Mobile,7,69
1679,CUST_0314,2026-01-13,Mobile,10,377
1680,CUST_0314,2025-12-29,Tablet,3,292
1681,CUST_0314,2026-01-10,Tablet,8,268
1682,CUST_0314,2025-12-27,Tablet,6,392
1683,CUST_0314,2026-01-06,Tablet,8,75
1684,CUST_0315,2026-01-14,Tablet,5,598
1685,CUST_0315,2026-01-20,Mobile,2,278
1686,CUST_0315,2025-12-27,Desktop,13,548
1687,CUST_0315,2025-12-27,Desktop,11,209
1688,CUST_0316,2026-01-08,Desktop,13,356
1689,CUST_0316,2026-01-23,Tablet,9,411
1690,CUST_0316,2026-01-20,Tablet,10,586
1691,CUST_0316,2026-01-16,Desktop,5,494
1692,CUST_0316,2025-12-28,Mobile,11,321
1693,CUST_0317,2026-01-17,Desktop,8,42
1694,CUST_0317,2026-01-17,Mobile,2,246
1695,CUST_0317,2025-12-30,Tablet,8,184
1696,CUST_0317,2026-01-18,Mobile,6,160
1697,CUST_0317,2026-01-18,Desktop,14,247
1698,CUST_0317,2026-01-16,Mobile,3,220
1699,CUST_0317,2026-01-19,Tablet,10,86
1700,CUST_0318,2025-12-26,Tablet,3,86
1701,CUST_0318,2026-01-19,Tablet,6,547
1702,CUST_0318,2026-01-06,Mobile,10,341
1703,CUST_0318,2026-01-06,Desktop,2,485
1704,CUST_0318,2026-01-19,Mobile,7,386
1705,CUST_0318,2026-01-12,Mobile,8,503
1706,CUST_0318,2026-01-10,Desktop,13,255
1707,CUST_0318,2026-01-12,Tablet,6,53
1708,CUST_0319,2026-01-23,Tablet,6,427
1709,CUST_0319,2025-12-26,Desktop,5,492
1710,CUST_0319,2025-12-27,Desktop,5,202
1711,CUST_0320,2026-01-14,Tablet,11,511
1712,CUST_0320,2026-01-19,Tablet,5,239
1713,CUST_0320,2026-01-13,Tablet,14,336
1714,CUST_0320,2025-12-30,Desktop,12,303
1715,CUST_0321,2026-01-17,Desktop,11,361
1716,CUST_0321,2026-01-23,Desktop,7,146
1717,CUST_0321,2026-01-07,Desktop,2,83
1718,CUST_0321,2026-01-23,Tablet,12,330
1719,CUST_0321,2026-01-09,Mobile,11,37
1720,CUST_0321,2026-01-07,Mobile,10,196
1721,CUST_0321,2026-01-22,Mobile,5,249
1722,CUST_0321,2025-12-30,Tablet,14,546
1723,CUST_0322,2026-01-24,Desktop,4,483
1724,CUST_0322,2025-12-29,Tablet,10,492
1725,CUST_0322,2025-12-28,Mobile,6,152
1726,CUST_0323,2026-01-10,Tablet,7,290
1727,CUST_0323,2026-01-12,Desktop,4,514
1728,CUST_0323,2026-01-06,Tablet,3,267
1729,CUST_0324,2026-01-19,Tablet,14,168
1730,CUST_0324,2025-12-31,Desktop,2,312
1731,CUST_0324,2026-01-23,Desktop,2,83
1732,CUST_0324,2026-01-09,Tablet,12,226
1733,CUST_0324,2026-01-01,Desktop,13,53
1734,CUST_0324,2026-01-13,Mobile,9,529
1735,CUST_0325,2026-01-04,Tablet,9,58
1736,CUST_0325,2026-01-23,Mobile,14,30
1737,CUST_0325,2025-12-27,Mobile,9,516
1738,CUST_0325,2026-01-21,Mobile,2,58
1739,CUST_0325,2026-01-19,Mobile,6,539
1740,CUST_0325,2026-01-16,Tablet,9,540
