Unnamed: 0,rank,asin,product_title,product_price,product_star_rating,product_num_ratings,product_url,product_photo,rank_change_label,country,page,price_numeric,currency,product_price_original,price_numeric_original,price_usd,price_category,rating_category,popularity_category,product_category,product_title_clean,product_version,popularity_weighted_score,price_efficiency,popularity_percentile
168,69,B0BH5MZ7VT,"[Old Version] TurboTax Deluxe 2022 Tax Software, Federal and State Tax Return, [Amazon Exclusive] [PC/MAC Download]",$69.99,4.4,11065.0,https://www.amazon.com/dp/B0BH5MZ7VT,"https://images-na.ssl-images-amazon.com/images/I/71IgMkror-L._AC_UL900_SR900,600_.jpg",,US,2,69.99,USD,$69.99,69.99,69.99,Mid-Range ($30 - $100),Good (4.0-4.4),Very High (1000+),Tax Software,"[Old Version] TurboTax Deluxe 2022 Tax Software, Federal and State Tax Return, [Amazon Exclusive] [PC/MAC Download]",2022,40.971183543215446,0.06285714285714286,57.66324456719995
169,70,B089WH9CFY,"Malwarebytes Premium | 1 Year, 5 Device | Windows, Mac OS, Android, Apple iOS, Chrome [Online Code]",$39.99,4.4,1245.0,https://www.amazon.com/dp/B089WH9CFY,"https://images-na.ssl-images-amazon.com/images/I/51VEekuImzL._AC_UL900_SR900,600_.jpg",,US,2,39.99,USD,$39.99,39.99,39.99,Mid-Range ($30 - $100),Good (4.0-4.4),Very High (1000+),Operating System,"Malwarebytes Premium | 1 Year, 5 Device | Windows, Mac OS, Android, Apple iOS, Chrome [Online Code]",Unknown,31.361852277128555,0.11000000000000001,6.488092136119652
170,71,B07TWN55VV,"Roxio Easy VHS to DVD 3 Plus | VHS, Hi8, V8 Video to DVD or Digital Converter | Amazon Exclusive 2 Bonus DVDs [Windows Disc]",$39.99,3.8,3805.0,https://www.amazon.com/dp/B07TWN55VV,"https://images-na.ssl-images-amazon.com/images/I/71Vo5Zbv1oL._AC_UL900_SR900,600_.jpg",,US,2,39.99,USD,$39.99,39.99,39.99,Mid-Range ($30 - $100),Average (3.0-3.9),Very High (1000+),Operating System,"Roxio Easy VHS to DVD 3 Plus | VHS, Hi8, V8 Video to DVD or Digital Converter | Amazon Exclusive 2 Bonus DVDs [Windows Disc]",Unknown,31.328469381853157,0.095,19.82906873729741
171,72,B07MY44VVY,Webroot Antivirus Software 2025 | 3 Device | 2 Year Download for PC/Mac,$39.99,4.4,975.0,https://www.amazon.com/dp/B07MY44VVY,"https://images-na.ssl-images-amazon.com/images/I/71TSBeZnloL._AC_UL900_SR900,600_.jpg",,US,2,39.99,USD,$39.99,39.99,39.99,Mid-Range ($30 - $100),Good (4.0-4.4),High (200-999),Security/Antivirus,Webroot Antivirus Software 2025 | 3 Device | 2 Year Download for PC/Mac,2025,30.287235380217606,0.11000000000000001,5.081036010214185
172,73,B093N4F3VV,"Corel WordPerfect Office Home & Student 2021 | Office Suite of Word Processor, Spreadsheets & Presentation Software [PC Downl",$99.99,4.2,1222.0,https://www.amazon.com/dp/B093N4F3VV,"https://images-na.ssl-images-amazon.com/images/I/61KtvN1DKAL._AC_UL900_SR900,600_.jpg",,US,2,99.99,USD,$99.99,99.99,99.99,Mid-Range ($30 - $100),Good (4.0-4.4),Very High (1000+),Office/Productivity,"Corel WordPerfect Office Home & Student 2021 | Office Suite of Word Processor, Spreadsheets & Presentation Software [PC Downl",2021,29.858060969886125,0.042,6.368231799468445
173,74,B06W9JQ1S1,Office Suite 2025 on CD DVD Disc | Compatible with Microsoft Office 2024 2021 365 2019 2016 2013 2010 2007 Word Excel PowerPo,$19.99,4.0,2462.0,https://www.amazon.com/dp/B06W9JQ1S1,"https://images-na.ssl-images-amazon.com/images/I/71gNKoc3EQL._AC_UL900_SR900,600_.jpg",,US,2,19.99,USD,$19.99,19.99,19.99,Economy ($10 - $30),Good (4.0-4.4),Very High (1000+),Office/Productivity,Office Suite 2025 on CD DVD Disc | Compatible with Microsoft Office 2024 2021 365 2019 2016 2013 2010 2007 Word Excel PowerPo,2025,31.23654159248215,0.2,12.830267340663923
174,75,B0CRVSWNKR,"TrulyOffice 2024 Family Lifetime License for Windows | 4 in 1 All Access TrulyOffice Suite | Words, Sheets, Slides, and Cloud",$69.99,3.7,157.0,https://www.amazon.com/dp/B0CRVSWNKR,"https://images-na.ssl-images-amazon.com/images/I/71RlVIq332L._AC_UL900_SR900,600_.jpg",,US,2,69.99,USD,$69.99,69.99,69.99,Mid-Range ($30 - $100),Average (3.0-3.9),Medium (50-199),Office/Productivity,"TrulyOffice 2024 Family Lifetime License for Windows | 4 in 1 All Access TrulyOffice Suite | Words, Sheets, Slides, and Cloud",2024,18.73160162219978,0.05285714285714286,0.8181770806191048
175,76,B0C9FYN8GF,"NordVPN Standard, 10 Devices, 1-Year, VPN & Cybersecurity, Digital Code",$69.99,4.0,795.0,https://www.amazon.com/dp/B0C9FYN8GF,"https://images-na.ssl-images-amazon.com/images/I/612Q-lEi9OL._AC_UL900_SR900,600_.jpg",,US,2,69.99,USD,$69.99,69.99,69.99,Mid-Range ($30 - $100),Good (4.0-4.4),High (200-999),Security/Antivirus,"NordVPN Standard, 10 Devices, 1-Year, VPN & Cybersecurity, Digital Code",Unknown,26.718396743377532,0.05714285714285714,4.142998592943874
176,77,B0CJYJNV55,"[Old Version] TurboTax Home & Business 2023, Federal & State Tax Return [PC/Mac Disc]",$119.99,4.4,4911.0,https://www.amazon.com/dp/B0CJYJNV55,"https://images-na.ssl-images-amazon.com/images/I/71FDn1JLIpL._AC_UL900_SR900,600_.jpg",,US,2,119.99,USD,$119.99,119.99,119.99,Premium ($100+),Good (4.0-4.4),Very High (1000+),Tax Software,"[Old Version] TurboTax Home & Business 2023, Federal & State Tax Return [PC/Mac Disc]",2023,37.39752046723871,0.03666666666666667,25.592787534524987
177,78,B0DGB56JMX,Adobe Photoshop Elements 2025 | PC/Mac | Software Download | Photo Editing | 3-year term license | Activation Required,$59.99,3.6,206.0,https://www.amazon.com/dp/B0DGB56JMX,"https://images-na.ssl-images-amazon.com/images/I/61PZ9FQW15L._AC_UL900_SR900,600_.jpg",,US,2,59.99,USD,$59.99,59.99,59.99,Mid-Range ($30 - $100),Average (3.0-3.9),High (200-999),Operating System,Adobe Photoshop Elements 2025 | PC/Mac | Software Download | Photo Editing | 3-year term license | Activation Required,2025,19.197787655755327,0.060000000000000005,1.0735317108760227
178,79,B0CTTLPHM2,"DVD For Windows Emergency Boot Disk For Windows 98, 2000, XP, Vista, 7, 10 PC Repair DVD All in One Tool (Latest Version)",$13.88,3.2,133.0,https://www.amazon.com/dp/B0CTTLPHM2,"https://images-na.ssl-images-amazon.com/images/I/61CQVQto2gL._AC_UL900_SR900,600_.jpg",,US,2,13.88,USD,$13.88,13.88,13.88,Economy ($10 - $30),Average (3.0-3.9),Medium (50-199),Operating System,"DVD For Windows Emergency Boot Disk For Windows 98, 2000, XP, Vista, 7, 10 PC Repair DVD All in One Tool (Latest Version)",Unknown,15.673087359842917,0.23038156947444205,0.6931054249830632
179,80,B0DHYGLRM9,"TurboTax Basic 2024 Tax Software, Federal Tax Return [PC/MAC Download]",$49.99,4.1,319.0,https://www.amazon.com/dp/B0DHYGLRM9,"https://images-na.ssl-images-amazon.com/images/I/71RwchwAsJL._AC_UL900_SR900,600_.jpg",,US,2,49.99,USD,$49.99,49.99,49.99,Mid-Range ($30 - $100),Good (4.0-4.4),High (200-999),Tax Software,"TurboTax Basic 2024 Tax Software, Federal Tax Return [PC/MAC Download]",2024,23.65011608275446,0.08199999999999999,1.6624107561623847
180,81,B07QFXSQFP,"Norton 360 Deluxe, Antivirus software for 3 Devices with Auto-Renewal – Includes Advanced AI Scam Protection, VPN, Dark Web M",$29.99,4.1,2921.0,https://www.amazon.com/dp/B07QFXSQFP,"https://images-na.ssl-images-amazon.com/images/I/71Kjmo0B5+L._AC_UL900_SR900,600_.jpg",,US,2,29.99,USD,$29.99,29.99,29.99,Economy ($10 - $30),Good (4.0-4.4),Very High (1000+),Security/Antivirus,"Norton 360 Deluxe, Antivirus software for 3 Devices with Auto-Renewal – Includes Advanced AI Scam Protection, VPN, Dark Web M",Unknown,32.71809672847364,0.13666666666666666,15.222262754703214
181,82,B0BZ2MBZK5,"McAfee Total Protection 5-Device 2025 |15 Month Subscription with Auto-Renewal | Security Software Includes Antivirus, Secure",$24.99,4.2,291.0,https://www.amazon.com/dp/B0BZ2MBZK5,"https://images-na.ssl-images-amazon.com/images/I/71AoZN4IpUL._AC_UL900_SR900,600_.jpg",,US,2,24.99,USD,$24.99,24.99,24.99,Economy ($10 - $30),Good (4.0-4.4),High (200-999),Security/Antivirus,"McAfee Total Protection 5-Device 2025 |15 Month Subscription with Auto-Renewal | Security Software Includes Antivirus, Secure",2025,23.842365969526785,0.168,1.516493824587003
182,83,B0CD37PMCL,"NordVPN Plus, 10 Devices, 1-Year, VPN & Password Manager Software Bundle, Digital Code",$84.99,4.0,795.0,https://www.amazon.com/dp/B0CD37PMCL,"https://images-na.ssl-images-amazon.com/images/I/618QqPzeZfL._AC_UL900_SR900,600_.jpg",,US,2,84.99,USD,$84.99,84.99,84.99,Mid-Range ($30 - $100),Good (4.0-4.4),High (200-999),Security/Antivirus,"NordVPN Plus, 10 Devices, 1-Year, VPN & Password Manager Software Bundle, Digital Code",Unknown,26.718396743377532,0.047058823529411764,4.142998592943874
183,84,B0CLBPQX99,[Old Version] TurboTax Business 2023 [PC Download],,4.3,1014.0,https://www.amazon.com/dp/B0CLBPQX99,"https://images-na.ssl-images-amazon.com/images/I/71yyAB8-OPL._AC_UL900_SR900,600_.jpg",,US,2,43.49,USD,,,43.49,Mid-Range ($30 - $100),Good (4.0-4.4),Very High (1000+),Tax Software,[Old Version] TurboTax Business 2023 [PC Download],2023,29.767368733346316,0.09885057471264368,5.284277450622753
184,85,B07CXZZT7Z,Bitdefender Total Security - 10 Devices | 2 year Subscription | PC/MAC |Activation Code by email,$84.99,4.5,428.0,https://www.amazon.com/dp/B07CXZZT7Z,"https://images-na.ssl-images-amazon.com/images/I/81tKxKRWTlL._AC_UL900_SR900,600_.jpg",,US,2,84.99,USD,$84.99,84.99,84.99,Mid-Range ($30 - $100),Excellent (4.5+),High (200-999),Security/Antivirus,Bitdefender Total Security - 10 Devices | 2 year Subscription | PC/MAC |Activation Code by email,Unknown,27.276556135176076,0.052941176470588235,2.230444525509406
185,86,B001MJ0JAO,Synology IP Camera License Pack for 1 (CLP1),$64.39,4.4,1226.0,https://www.amazon.com/dp/B001MJ0JAO,"https://images-na.ssl-images-amazon.com/images/I/511b6iPtylL._AC_UL900_SR900,600_.jpg",,US,2,64.39,USD,$64.39,64.39,64.39,Mid-Range ($30 - $100),Good (4.0-4.4),Very High (1000+),Other,Synology IP Camera License Pack for 1 (CLP1),Unknown,31.294240756728012,0.06832298136645963,6.389077075407785
186,87,B0CFSW9VN8,Quicken Classic Premier for New Subscribers| 1 Year [PC/Mac Online Code],$56.99,3.3,83.0,https://www.amazon.com/dp/B0CFSW9VN8,"https://images-na.ssl-images-amazon.com/images/I/614+auQosjL._AC_UL900_SR900,600_.jpg",,US,2,56.99,USD,$56.99,56.99,56.99,Mid-Range ($30 - $100),Average (3.0-3.9),Medium (50-199),Other,Quicken Classic Premier for New Subscribers| 1 Year [PC/Mac Online Code],Unknown,14.621695436182934,0.05789473684210526,0.4325394757413102
187,88,B0F1R8RR43,QBDT Pro 2024 | 3 User's | NO DVD | Lifetime | Amazon Message Delivery(Within 12hrs) | Windows Only | 100% Money Back Guarant,$374.99,4.5,42.0,https://www.amazon.com/dp/B0F1R8RR43,"https://images-na.ssl-images-amazon.com/images/I/51gwcEFKQHL._AC_UL900_SR900,600_.jpg",,US,2,374.99,USD,$374.99,374.99,374.99,Premium ($100+),Excellent (4.5+),Low (1-49),Operating System,QBDT Pro 2024 | 3 User's | NO DVD | Lifetime | Amazon Message Delivery(Within 12hrs) | Windows Only | 100% Money Back Guarant,2024,16.925400520621032,0.012,0.21887539736307257
188,89,B07YMQ9WHQ,"Recovery, Repair & Re-install disc compatible with MS Win 10 32/64 bit",$16.00,3.7,853.0,https://www.amazon.com/dp/B07YMQ9WHQ,"https://images-na.ssl-images-amazon.com/images/I/91tmdH0dBdL._AC_UL900_SR900,600_.jpg",,US,2,16.0,USD,$16.00,16.0,16.0,Economy ($10 - $30),Average (3.0-3.9),High (200-999),Operating System,"Recovery, Repair & Re-install disc compatible with MS Win 10 32/64 bit",Unknown,24.97474541701771,0.23110555902560898,4.445255094064308
189,90,B0CJDFTC7T,(Old Version) H&R Block Tax Software Premium 2023 with Refund Bonus Offer (Amazon Exclusive) (PC/MAC Download),$74.99,4.1,904.0,https://www.amazon.com/dp/B0CJDFTC7T,"https://images-na.ssl-images-amazon.com/images/I/51N4PQO2AmL._AC_UL900_SR900,600_.jpg",,US,2,74.99,USD,$74.99,74.99,74.99,Mid-Range ($30 - $100),Good (4.0-4.4),High (200-999),Tax Software,(Old Version) H&R Block Tax Software Premium 2023 with Refund Bonus Offer (Amazon Exclusive) (PC/MAC Download),2023,27.912533269169693,0.05466666666666666,4.711032362290895
190,91,B0DF7DYGRB,"Bootable USB For Windows 11 Pro with Activation Key. Recover, Restore, Repair Boot USB, and Install to Factory",$39.99,4.5,19.0,https://www.amazon.com/dp/B0DF7DYGRB,"https://images-na.ssl-images-amazon.com/images/I/61aitLr6THL._AC_UL900_SR900,600_.jpg",,US,2,39.99,USD,$39.99,39.99,39.99,Mid-Range ($30 - $100),Excellent (4.5+),Low (1-49),Operating System,"Bootable USB For Windows 11 Pro with Activation Key. Recover, Restore, Repair Boot USB, and Install to Factory",Unknown,13.480795230992959,0.1125,0.09901506071186618
191,92,B0CTTH6GH8,"DVD For Password Reset Disk Supports Windows 10,11, 8, 7, Vista, XP",$13.99,3.2,154.0,https://www.amazon.com/dp/B0CTTH6GH8,"https://images-na.ssl-images-amazon.com/images/I/51BzfWscfwL._AC_UL900_SR900,600_.jpg",,US,2,13.99,USD,$13.99,13.99,13.99,Economy ($10 - $30),Average (3.0-3.9),Medium (50-199),Office/Productivity,"DVD For Password Reset Disk Supports Windows 10,11, 8, 7, Vista, XP",Unknown,16.13896037414159,0.2285714285714286,0.8025431236645996
192,93,B0CK7FN7DD,"PC-TECH Compatible with Windows 10 Professional 64 Bit USB With Key. Factory fresh, Recover, Repair and Restore. Key code and",$59.89,4.2,178.0,https://www.amazon.com/dp/B0CK7FN7DD,"https://images-na.ssl-images-amazon.com/images/I/81X5ex2cPnL._AC_UL900_SR900,600_.jpg",,US,2,59.89,USD,$59.89,59.89,59.89,Mid-Range ($30 - $100),Good (4.0-4.4),Medium (50-199),Operating System,"PC-TECH Compatible with Windows 10 Professional 64 Bit USB With Key. Factory fresh, Recover, Repair and Restore. Key code and",Unknown,21.78702038453117,0.07011686143572622,0.9276147793006411
193,94,B07WN6SP9T,Hallmark Card Studio Deluxe [PC Download]-- New Version,$49.99,4.2,509.0,https://www.amazon.com/dp/B07WN6SP9T,"https://images-na.ssl-images-amazon.com/images/I/71IUJme2J1L._AC_UL900_SR900,600_.jpg",,US,2,49.99,USD,$49.99,49.99,49.99,Mid-Range ($30 - $100),Good (4.0-4.4),High (200-999),Other,Hallmark Card Studio Deluxe [PC Download]-- New Version,Unknown,26.18452504801716,0.084,2.6525613632810465
194,95,B0B4PT3H46,"Ralix Reinstall DVD Compatible with Windows 11 All Versions 64 bit. Recover, Restore, Repair Boot Disc, and Install to Factor",$11.99,3.3,217.0,https://www.amazon.com/dp/B0B4PT3H46,"https://images-na.ssl-images-amazon.com/images/I/51ciiKqh4YL._AC_UL900_SR900,600_.jpg",,US,2,11.99,USD,$11.99,11.99,11.99,Economy ($10 - $30),Average (3.0-3.9),High (200-999),Operating System,"Ralix Reinstall DVD Compatible with Windows 11 All Versions 64 bit. Recover, Restore, Repair Boot Disc, and Install to Factor",Unknown,17.768833707203992,0.27499999999999997,1.1308562197092082
195,96,B0CJDF53FT,(Old Version) H&R Block Tax Software Deluxe 2023 with Refund Bonus Offer (Amazon Exclusive) (PC/MAC Download),$39.99,4.3,901.0,https://www.amazon.com/dp/B0CJDF53FT,"https://images-na.ssl-images-amazon.com/images/I/51QHSXb9alL._AC_UL900_SR900,600_.jpg",,US,2,39.99,USD,$39.99,39.99,39.99,Mid-Range ($30 - $100),Good (4.0-4.4),High (200-999),Tax Software,(Old Version) H&R Block Tax Software Deluxe 2023 with Refund Bonus Offer (Amazon Exclusive) (PC/MAC Download),2023,29.25984243626928,0.1075,4.695398405336391
196,97,B07ZPCNJC1,"Ralix Reinstall DVD For Windows 7 All Versions 32/64 bit. Recover, Restore, Repair Boot Disc, and Install to Factory Default ",$11.99,3.4,1420.0,https://www.amazon.com/dp/B07ZPCNJC1,"https://images-na.ssl-images-amazon.com/images/I/61zviPfwJnL._AC_UL900_SR900,600_.jpg",,US,2,11.99,USD,$11.99,11.99,11.99,Economy ($10 - $30),Average (3.0-3.9),Very High (1000+),Operating System,"Ralix Reinstall DVD For Windows 7 All Versions 32/64 bit. Recover, Restore, Repair Boot Disc, and Install to Factory Default",Unknown,24.680994835530143,0.2833333333333333,7.400072958465788
197,98,B0BH5P7142,"[Old Version] TurboTax Home & Business 2022 Tax Software, Federal and State Tax Return, [Amazon Exclusive] [PC/MAC Download]",$119.99,4.4,3536.0,https://www.amazon.com/dp/B0BH5P7142,"https://images-na.ssl-images-amazon.com/images/I/71SKL1biC-L._AC_UL900_SR900,600_.jpg",,US,2,119.99,USD,$119.99,119.99,119.99,Premium ($100+),Good (4.0-4.4),Very High (1000+),Tax Software,"[Old Version] TurboTax Home & Business 2022 Tax Software, Federal and State Tax Return, [Amazon Exclusive] [PC/MAC Download]",2022,35.95255043250412,0.03666666666666667,18.42722393037678
198,99,B0F13Y9WBR,Nero Burning ROM 2025 | The original burning software | CD DVD BluRay | Burn | Copy | Rip | BackUp | Windows 11/10/8/7 | 1 PC,$29.95,3.8,46.0,https://www.amazon.com/dp/B0F13Y9WBR,"https://images-na.ssl-images-amazon.com/images/I/51I9rJ705tL._AC_UL900_SR900,600_.jpg",,US,2,29.95,USD,$29.95,29.95,29.95,Economy ($10 - $30),Average (3.0-3.9),Low (1-49),Operating System,Nero Burning ROM 2025 | The original burning software | CD DVD BluRay | Burn | Copy | Rip | BackUp | Windows 11/10/8/7 | 1 PC,2025,14.630560886498222,0.1268357810413885,0.2397206733024128
199,1,B0DCX4HTD9,"Microsoft Office Home 2024 | Classic Apps: Word, Excel, PowerPoint | One-Time purchase for 1 PC/MAC | Instant Download | Form",$169.99,4.1,570.0,https://www.amazon.ca/dp/B0DCX4HTD9,"https://images-na.ssl-images-amazon.com/images/I/61phY52G-OL._AC_UL900_SR900,600_.jpg",,CA,1,169.99,USD,$169.99,169.99,169.99,Premium ($100+),Good (4.0-4.4),High (200-999),Office/Productivity,"Microsoft Office Home 2024 | Classic Apps: Word, Excel, PowerPoint | One-Time purchase for 1 PC/MAC | Instant Download | Form",2024,26.02429575958964,0.02411764705882353,2.970451821355985
200,2,B09NSBNJJS,"Norton 360 2025, Antivirus software for 10 Devices, 1-Year Subscription - Includes VPN, Password Manager and PC Cloud Backup ",$34.99,4.1,387.0,https://www.amazon.ca/dp/B09NSBNJJS,"https://images-na.ssl-images-amazon.com/images/I/61nINg9xYnL._AC_UL900_SR900,600_.jpg",,CA,1,34.99,USD,$34.99,34.99,34.99,Mid-Range ($30 - $100),Good (4.0-4.4),High (200-999),Security/Antivirus,"Norton 360 2025, Antivirus software for 10 Devices, 1-Year Subscription - Includes VPN, Password Manager and PC Cloud Backup",2025,24.44012189245542,0.11714285714285713,2.0167804471311688
201,3,B07XPGZ7DF,Bitdefender Total Security 2025 - 5 Devices | 1 year Subscription | PC/Mac | Activation Code by Mail,$44.99,4.6,1721.0,https://www.amazon.ca/dp/B07XPGZ7DF,"https://images-na.ssl-images-amazon.com/images/I/612QclCcTvL._AC_UL900_SR900,600_.jpg",,CA,1,44.99,USD,$44.99,44.99,44.99,Mid-Range ($30 - $100),Excellent (4.5+),Very High (1000+),Security/Antivirus,Bitdefender Total Security 2025 - 5 Devices | 1 year Subscription | PC/Mac | Activation Code by Mail,2025,34.27571175094331,0.10222222222222221,8.968679972901143
202,4,B09NSB8MWK,"Norton 360 2025, Antivirus software for 3 Devices, 1-Year Subscription - Includes VPN, Password Manager and PC Cloud Backup [",$29.99,4.1,611.0,https://www.amazon.ca/dp/B09NSB8MWK,"https://images-na.ssl-images-amazon.com/images/I/616bQaCDWwL._AC_UL900_SR900,600_.jpg",,CA,1,29.99,USD,$29.99,29.99,29.99,Economy ($10 - $30),Good (4.0-4.4),High (200-999),Security/Antivirus,"Norton 360 2025, Antivirus software for 3 Devices, 1-Year Subscription - Includes VPN, Password Manager and PC Cloud Backup [",2025,26.308602358300536,0.13666666666666666,3.1841158997342225
203,5,B08MNXC1NF,"Microsoft 365 Personal | 12-Month Subscription | 1 Person | Office Word, Excel, PowerPoint | 1TB OneDrive Cloud Storage | PC/",$109.99,4.1,570.0,https://www.amazon.ca/dp/B08MNXC1NF,"https://images-na.ssl-images-amazon.com/images/I/61IUDtLeZaL._AC_UL900_SR900,600_.jpg",,CA,1,109.99,USD,$109.99,109.99,109.99,Premium ($100+),Good (4.0-4.4),High (200-999),Office/Productivity,"Microsoft 365 Personal | 12-Month Subscription | 1 Person | Office Word, Excel, PowerPoint | 1TB OneDrive Cloud Storage | PC/",Unknown,26.02429575958964,0.03727272727272727,2.970451821355985
204,6,B0C5K5BXBH,McAfee Total Protection 2025 | 5 Devices | 15 Month Subscription with Auto-Renewal| Cybersecurity software includes Antivirus,$24.99,3.9,193.0,https://www.amazon.ca/dp/B0C5K5BXBH,"https://images-na.ssl-images-amazon.com/images/I/61vI97YSJEL._AC_UL900_SR900,600_.jpg",,CA,1,24.99,USD,$24.99,24.99,24.99,Economy ($10 - $30),Average (3.0-3.9),Medium (50-199),Security/Antivirus,McAfee Total Protection 2025 | 5 Devices | 15 Month Subscription with Auto-Renewal| Cybersecurity software includes Antivirus,2025,20.54464682034698,0.156,1.0057845640731669
205,7,B092M55HJ2,Mullvad VPN | 5 Devices for 6 Months | Protect Your Privacy with Easy-To-Use Security VPN Service,$38.00,4.7,1142.0,https://www.amazon.ca/dp/B092M55HJ2,"https://images-na.ssl-images-amazon.com/images/I/61+MBtXYA1L._AC_UL900_SR900,600_.jpg",,CA,1,38.0,USD,$38.00,38.0,38.0,Mid-Range ($30 - $100),Excellent (4.5+),Very High (1000+),Security/Antivirus,Mullvad VPN | 5 Devices for 6 Months | Protect Your Privacy with Easy-To-Use Security VPN Service,Unknown,33.09463481983561,0.12365167061299659,5.9513262806816405
206,8,B092M5G1G7,Mullvad VPN | 12 Months for 5 Devices | Protect Your Privacy with Easy-To-Use Security VPN Service,$75.00,4.7,1142.0,https://www.amazon.ca/dp/B092M5G1G7,"https://images-na.ssl-images-amazon.com/images/I/61IHAqDMolL._AC_UL900_SR900,600_.jpg",,CA,1,75.0,USD,$75.00,75.0,75.0,Mid-Range ($30 - $100),Excellent (4.5+),Very High (1000+),Security/Antivirus,Mullvad VPN | 12 Months for 5 Devices | Protect Your Privacy with Easy-To-Use Security VPN Service,Unknown,33.09463481983561,0.06265831222503666,5.9513262806816405
207,9,B09NS9XYRM,"Norton 360 2025, Antivirus software for 5 Devices, 1-Year Subscription - Includes VPN, Password Manager and PC Cloud Backup [",$34.99,4.0,522.0,https://www.amazon.ca/dp/B09NS9XYRM,"https://images-na.ssl-images-amazon.com/images/I/71VtiGmhCTL._AC_UL900_SR900,600_.jpg",,CA,1,34.99,USD,$34.99,34.99,34.99,Mid-Range ($30 - $100),Good (4.0-4.4),High (200-999),Security/Antivirus,"Norton 360 2025, Antivirus software for 5 Devices, 1-Year Subscription - Includes VPN, Password Manager and PC Cloud Backup [",2025,25.038325856259693,0.11428571428571428,2.7203085100839024
208,10,B0DJDTGXBZ,TurboTax Standard 2024 - 8 Returns - English - Windows - Digital Download [PC Online code],$40.00,4.2,228.0,https://www.amazon.ca/dp/B0DJDTGXBZ,"https://images-na.ssl-images-amazon.com/images/I/61ZHRgZX0ML._AC_UL900_SR900,600_.jpg",,CA,1,40.0,USD,$40.00,40.0,40.0,Mid-Range ($30 - $100),Good (4.0-4.4),High (200-999),Operating System,TurboTax Standard 2024 - 8 Returns - English - Windows - Digital Download [PC Online code],2024,22.82163241492781,0.10497375656085979,1.188180728542394
209,11,B09X6ZNXD3,Windows 11 Home [PC Online code],$189.99,4.0,50.0,https://www.amazon.ca/dp/B09X6ZNXD3,"https://images-na.ssl-images-amazon.com/images/I/6178O81KLWL._AC_UL900_SR900,600_.jpg",,CA,1,189.99,USD,$189.99,189.99,189.99,Premium ($100+),Good (4.0-4.4),Medium (50-199),Operating System,Windows 11 Home [PC Online code],Unknown,15.727302530897303,0.021052631578947368,0.2605659492417531
210,12,B09Q7T7H45,Bitdefender Premium Unlimited VPN - 10 Devices | 1 year Subscription | PC/Mac/Android/iOS,$24.99,4.2,112.0,https://www.amazon.ca/dp/B09Q7T7H45,"https://images-na.ssl-images-amazon.com/images/I/51Vsms3mchL._AC_UL900_SR900,600_.jpg",,CA,1,24.99,USD,$24.99,24.99,24.99,Economy ($10 - $30),Good (4.0-4.4),Medium (50-199),Security/Antivirus,Bitdefender Premium Unlimited VPN - 10 Devices | 1 year Subscription | PC/Mac/Android/iOS,Unknown,19.85502883859183,0.168,0.583667726301527
211,13,B0DNS47KYF,"OfficeSuite365, 12 Months Subscription, For Windows, Mac, and Mobile Devices [Instant Online Delivery]",$29.00,4.8,12.0,https://www.amazon.ca/dp/B0DNS47KYF,"https://images-na.ssl-images-amazon.com/images/I/41--ggIF2CL._AC_UL900_SR900,600_.jpg",,CA,1,29.0,USD,$29.00,29.0,29.0,Economy ($10 - $30),Excellent (4.5+),Low (1-49),Office/Productivity,"OfficeSuite365, 12 Months Subscription, For Windows, Mac, and Mobile Devices [Instant Online Delivery]",Unknown,12.311756915815376,0.1654601861427094,0.06253582781802074
212,14,B0C5K33CLY,McAfee Total Protection 2025 | 3 Devices | 15 Month Subscription with Auto-Renewal| Cybersecurity software includes Antivirus,$26.99,4.0,424.0,https://www.amazon.ca/dp/B0C5K33CLY,"https://images-na.ssl-images-amazon.com/images/I/61Qey1hldOL._AC_UL900_SR900,600_.jpg",,CA,1,26.99,USD,$26.99,26.99,26.99,Economy ($10 - $30),Good (4.0-4.4),High (200-999),Security/Antivirus,McAfee Total Protection 2025 | 3 Devices | 15 Month Subscription with Auto-Renewal| Cybersecurity software includes Antivirus,2025,24.20835667569767,0.14814814814814814,2.2095992495700663
213,15,B0BBVS86HW,"McAfee AntiVirus Protection 2025 | 1 PC (Windows)| Cybersecurity software includes Antivirus Protection, Internet Security So",$14.99,3.9,121.0,https://www.amazon.ca/dp/B0BBVS86HW,"https://images-na.ssl-images-amazon.com/images/I/61FBydry93L._AC_UL900_SR900,600_.jpg",,CA,1,14.99,USD,$14.99,14.99,14.99,Economy ($10 - $30),Average (3.0-3.9),Medium (50-199),Security/Antivirus,"McAfee AntiVirus Protection 2025 | 1 PC (Windows)| Cybersecurity software includes Antivirus Protection, Internet Security So",2025,18.7356820744597,0.26,0.6305695971650425
214,16,B09NSBDV8F,"Norton 360 2025, Antivirus software for 1 Device, 1-Year Subscription - Includes VPN, Password Manager and PC Cloud Backup [D",$19.99,3.9,179.0,https://www.amazon.ca/dp/B09NSBDV8F,"https://images-na.ssl-images-amazon.com/images/I/71GkVZZZvHL._AC_UL900_SR900,600_.jpg",,CA,1,19.99,USD,$19.99,19.99,19.99,Economy ($10 - $30),Average (3.0-3.9),Medium (50-199),Security/Antivirus,"Norton 360 2025, Antivirus software for 1 Device, 1-Year Subscription - Includes VPN, Password Manager and PC Cloud Backup [D",2025,20.252531718471822,0.195,0.9328260982854761
