product_sk,asin,product_title,product_title_clean,product_version,product_category,product_url,product_photo
212,B0BBVS86HW,"McAfee AntiVirus Protection 2025 | 1 PC (Windows)| Cybersecurity software includes Antivirus Protection, Internet Security So","McAfee AntiVirus Protection 2025 | 1 PC (Windows)| Cybersecurity software includes Antivirus Protection, Internet Security So",2025,Security/Antivirus,https://www.amazon.ca/dp/B0BBVS86HW,"https://images-na.ssl-images-amazon.com/images/I/61FBydry93L._AC_UL900_SR900,600_.jpg"
213,B09NSBDV8F,"Norton 360 2025, Antivirus software for 1 Device, 1-Year Subscription - Includes VPN, Password Manager and PC Cloud Backup [D","Norton 360 2025, Antivirus software for 1 Device, 1-Year Subscription - Includes VPN, Password Manager and PC Cloud Backup [D",2025,Security/Antivirus,https://www.amazon.ca/dp/B09NSBDV8F,"https://images-na.ssl-images-amazon.com/images/I/71GkVZZZvHL._AC_UL900_SR900,600_.jpg"
214,B09X7DQ3Z8,"Windows 11 Pro Upgrade, from Windows 11 Home [PC Online code]","Windows 11 Pro Upgrade, from Windows 11 Home [PC Online code]",Unknown,Operating System,https://www.amazon.ca/dp/B09X7DQ3Z8,"https://images-na.ssl-images-amazon.com/images/I/61R6ivLSfrL._AC_UL900_SR900,600_.jpg"
215,B0BBVWMFBB,"McAfee+ Premium Individual 2025 Unlimited Devices | All-In-One Cybersecurity Software includes Unlimited VPN, Identity Monito","McAfee+ Premium Individual 2025 Unlimited Devices | All-In-One Cybersecurity Software includes Unlimited VPN, Identity Monito",2025,Security/Antivirus,https://www.amazon.ca/dp/B0BBVWMFBB,"https://images-na.ssl-images-amazon.com/images/I/61FfFgcNdTL._AC_UL900_SR900,600_.jpg"
216,B0BBVW4X2J,"McAfee Total Protection 2025 | 3 Device | Cybersecurity Software Includes Antivirus, Secure VPN, Password Manager, Dark Web M","McAfee Total Protection 2025 | 3 Device | Cybersecurity Software Includes Antivirus, Secure VPN, Password Manager, Dark Web M",2025,Security/Antivirus,https://www.amazon.ca/dp/B0BBVW4X2J,"https://images-na.ssl-images-amazon.com/images/I/612A1XLORRL._AC_UL900_SR900,600_.jpg"
217,B08MNQWF3X,"Microsoft 365 Family | 12-Month Subscription | Up to 6 People | Office Word, Excel, PowerPoint | 1TB OneDriveCloud Storage | ","Microsoft 365 Family | 12-Month Subscription | Up to 6 People | Office Word, Excel, PowerPoint | 1TB OneDriveCloud Storage |",Unknown,Office/Productivity,https://www.amazon.ca/dp/B08MNQWF3X,"https://images-na.ssl-images-amazon.com/images/I/61mPBUmHt1L._AC_UL900_SR900,600_.jpg"
218,B09X6Z7YFQ,Windows 11 Pro [PC Online code],Windows 11 Pro [PC Online code],Unknown,Operating System,https://www.amazon.ca/dp/B09X6Z7YFQ,"https://images-na.ssl-images-amazon.com/images/I/61xNPtte2hL._AC_UL900_SR900,600_.jpg"
219,B0BBVRP1P2,"McAfee+ Premium Family 2025 Unlimited Devices | All-In-One Cybersecurity Software includes Unlimited VPN, Identity Monitoring","McAfee+ Premium Family 2025 Unlimited Devices | All-In-One Cybersecurity Software includes Unlimited VPN, Identity Monitoring",2025,Security/Antivirus,https://www.amazon.ca/dp/B0BBVRP1P2,"https://images-na.ssl-images-amazon.com/images/I/61hPRrqHP6L._AC_UL900_SR900,600_.jpg"
220,292201052X,Antidote+ Personnel 12,Antidote+ Personnel 12,Unknown,Other,https://www.amazon.ca/dp/292201052X,"https://images-na.ssl-images-amazon.com/images/I/715AHuEhNLL._AC_UL900_SR900,600_.jpg"
221,B0DYLDNRMV,"Norton 360 Platinum 2025, Antivirus software for 20 Devices, 1-Year Subscription - Includes VPN, Dark Web Monitoring and PC C","Norton 360 Platinum 2025, Antivirus software for 20 Devices, 1-Year Subscription - Includes VPN, Dark Web Monitoring and PC C",2025,Security/Antivirus,https://www.amazon.ca/dp/B0DYLDNRMV,"https://images-na.ssl-images-amazon.com/images/I/71awjJM4fGL._AC_UL900_SR900,600_.jpg"
222,B086R8WL63,"Windows Password Reset Recovery Disk Windows 10, 8.1, 7, Vista, XP Rated #1 Best Unlocker Remove Software CD DVD For All Wind","Windows Password Reset Recovery Disk Windows 10, 8.1, 7, Vista, XP Rated #1 Best Unlocker Remove Software CD DVD For All Wind",Unknown,Office/Productivity,https://www.amazon.ca/dp/B086R8WL63,"https://images-na.ssl-images-amazon.com/images/I/61RrrnnjsIL._AC_UL900_SR900,600_.jpg"
223,B0CW4DZTZS,"NordVPN Standard, 10 Devices, 1-Year, VPN & Cybersecurity, Digital Code","NordVPN Standard, 10 Devices, 1-Year, VPN & Cybersecurity, Digital Code",Unknown,Security/Antivirus,https://www.amazon.ca/dp/B0CW4DZTZS,"https://images-na.ssl-images-amazon.com/images/I/61XCA4zB8xL._AC_UL900_SR900,600_.jpg"
224,B0DB6MD4SW,"NordVPN Basic, 10 Devices, 1-Year, Premium VPN Software, Digital Code","NordVPN Basic, 10 Devices, 1-Year, Premium VPN Software, Digital Code",Unknown,Security/Antivirus,https://www.amazon.ca/dp/B0DB6MD4SW,"https://images-na.ssl-images-amazon.com/images/I/61S0PBu79HL._AC_UL900_SR900,600_.jpg"
225,B07YSRXL9L,"PDF Pro 3 - PDF editor to create, edit, convert and merge PDFs - 100% Compatible with Adobe Acrobat - compatible with Windows","PDF Pro 3 - PDF editor to create, edit, convert and merge PDFs - 100% Compatible with Adobe Acrobat - compatible with Windows",Unknown,Operating System,https://www.amazon.ca/dp/B07YSRXL9L,"https://images-na.ssl-images-amazon.com/images/I/71gZFWFajQL._AC_UL900_SR900,600_.jpg"
226,B0CL9BJQX5,"McAfee Total Protection 2025 Ready | 5 Device | Cybersecurity Software Includes Antivirus, Secure VPN, Password Manager, Dark","McAfee Total Protection 2025 Ready | 5 Device | Cybersecurity Software Includes Antivirus, Secure VPN, Password Manager, Dark",2025,Security/Antivirus,https://www.amazon.ca/dp/B0CL9BJQX5,"https://images-na.ssl-images-amazon.com/images/I/61wT5k16zxL._AC_UL900_SR900,600_.jpg"
227,B0BBVY151R,"McAfee Total Protection 2025 | 5 Device | Cybersecurity Software Includes Antivirus, Secure VPN, Password Manager, Dark Web M","McAfee Total Protection 2025 | 5 Device | Cybersecurity Software Includes Antivirus, Secure VPN, Password Manager, Dark Web M",2025,Security/Antivirus,https://www.amazon.ca/dp/B0BBVY151R,"https://images-na.ssl-images-amazon.com/images/I/61wT5k16zxL._AC_UL900_SR900,600_.jpg"
228,B07DPK1CN9,"Nero Burn Express 4 - Burn | Copy | Rip | Convert | Backup | Protect for movies, photos, music and data | 1 PC | Windows 11 /","Nero Burn Express 4 - Burn | Copy | Rip | Convert | Backup | Protect for movies, photos, music and data | 1 PC | Windows 11 /",Unknown,Operating System,https://www.amazon.ca/dp/B07DPK1CN9,"https://images-na.ssl-images-amazon.com/images/I/711hv0dNtZL._AC_UL900_SR900,600_.jpg"
229,B0869GKYW7,"Microsoft Office Home & Student 2019 | One-time purchase, 1 person | PC/Mac Keycard","Microsoft Office Home & Student 2019 | One-time purchase, 1 person | PC/Mac Keycard",2019,Office/Productivity,https://www.amazon.ca/dp/B0869GKYW7,"https://images-na.ssl-images-amazon.com/images/I/71+kA7okp6L._AC_UL900_SR900,600_.jpg"
230,B01IP6N5MA,VIDBOX Video Conversion for PC,VIDBOX Video Conversion for PC,Unknown,Other,https://www.amazon.ca/dp/B01IP6N5MA,"https://images-na.ssl-images-amazon.com/images/I/81-F1GZVhTL._AC_UL900_SR900,600_.jpg"
231,B09V71FYGS,Microsoft Windows 11 Pro (USB),Microsoft Windows 11 Pro (USB),Unknown,Operating System,https://www.amazon.ca/dp/B09V71FYGS,"https://images-na.ssl-images-amazon.com/images/I/61r5zmzDO8L._AC_UL900_SR900,600_.jpg"
232,B08Q8JQJ19,Office Suite 2025 Compatible with Microsoft Office 2024 365 2021 2019 2016 2013 Powered by Apache OpenOffice on USB with Life,Office Suite 2025 Compatible with Microsoft Office 2024 365 2021 2019 2016 2013 Powered by Apache OpenOffice on USB with Life,2025,Office/Productivity,https://www.amazon.ca/dp/B08Q8JQJ19,"https://images-na.ssl-images-amazon.com/images/I/61bMRWNRPeL._AC_UL900_SR900,600_.jpg"
233,B0B4LC4XKF,"Norton Utiltities Ultimate - cleans and speeds up your PC, Windows PCs only [PC Online code]","Norton Utiltities Ultimate - cleans and speeds up your PC, Windows PCs only [PC Online code]",Unknown,Security/Antivirus,https://www.amazon.ca/dp/B0B4LC4XKF,"https://images-na.ssl-images-amazon.com/images/I/71-yMOF0m-L._AC_UL900_SR900,600_.jpg"
234,B0BHF4XXK5,NFS Unbound Playstation 5,NFS Unbound Playstation 5,Unknown,Games,https://www.amazon.ca/dp/B0BHF4XXK5,"https://images-na.ssl-images-amazon.com/images/I/81IuMALzm4L._AC_UL900_SR900,600_.jpg"
235,B0DGMBS7YC,Adobe Photoshop Elements 2025 | PC/Mac | Software Download | Photo Editing | 3-year term license | Activation Required [PC/Ma,Adobe Photoshop Elements 2025 | PC/Mac | Software Download | Photo Editing | 3-year term license | Activation Required [PC/Ma,2025,Operating System,https://www.amazon.ca/dp/B0DGMBS7YC,"https://images-na.ssl-images-amazon.com/images/I/61PZ9FQW15L._AC_UL900_SR900,600_.jpg"
236,B09NSC5118,"Norton AntiVirus Plus 2025, Antivirus software for 1 Device, 1-Year Subscription -Includes Password Manager, Smart Firewall, ","Norton AntiVirus Plus 2025, Antivirus software for 1 Device, 1-Year Subscription -Includes Password Manager, Smart Firewall,",2025,Security/Antivirus,https://www.amazon.ca/dp/B09NSC5118,"https://images-na.ssl-images-amazon.com/images/I/71OpduuByjL._AC_UL900_SR900,600_.jpg"
237,B07ZLGQYPQ,"Ralix Windows Emergency Boot Disk - For Windows 98, 2000, XP, Vista, 7, 10 PC Repair DVD All in One Tool (Latest Version)","Ralix Windows Emergency Boot Disk - For Windows 98, 2000, XP, Vista, 7, 10 PC Repair DVD All in One Tool (Latest Version)",Unknown,Operating System,https://www.amazon.ca/dp/B07ZLGQYPQ,"https://images-na.ssl-images-amazon.com/images/I/810-f3AMQCL._AC_UL900_SR900,600_.jpg"
238,B0DJDPMDG6,TurboTax Deluxe Online Edition 2024 - 8 Returns - English - Online Version [PC/Mac Online Code],TurboTax Deluxe Online Edition 2024 - 8 Returns - English - Online Version [PC/Mac Online Code],2024,Tax Software,https://www.amazon.ca/dp/B0DJDPMDG6,"https://images-na.ssl-images-amazon.com/images/I/61f1dxVgEUL._AC_UL900_SR900,600_.jpg"
239,B0DHSVZF3W,Microsoft Office Home and Business 2024,Microsoft Office Home and Business 2024,2024,Office/Productivity,https://www.amazon.ca/dp/B0DHSVZF3W,"https://images-na.ssl-images-amazon.com/images/I/610+co8P-RL._AC_UL900_SR900,600_.jpg"
240,B0DJDSMTZH,TurboImpôt De luxe 2024 - 8 déclarations - Français - Windows - Téléchargement [PC Online code],TurboImpôt De luxe 2024 - 8 déclarations - Français - Windows - Téléchargement [PC Online code],2024,Operating System,https://www.amazon.ca/dp/B0DJDSMTZH,"https://images-na.ssl-images-amazon.com/images/I/61emh6vyRKL._AC_UL900_SR900,600_.jpg"
241,B09FJ66MC2,Stubbs the Zombie in Rebel Without a Pulse - Nintendo Switch,Stubbs the Zombie in Rebel Without a Pulse - Nintendo Switch,Unknown,Games,https://www.amazon.ca/dp/B09FJ66MC2,"https://images-na.ssl-images-amazon.com/images/I/61UogpQ4qzL._AC_UL900_SR900,600_.jpg"
242,B0F8NGDMT6,"Quick Books Desktop Pro 2021 | NO DVD | Lifetime Version | Amazon Message Delivery(Within 24hrs) | Only PC, Not for Mac |","Quick Books Desktop Pro 2021 | NO DVD | Lifetime Version | Amazon Message Delivery(Within 24hrs) | Only PC, Not for Mac |",2021,Other,https://www.amazon.ca/dp/B0F8NGDMT6,"https://images-na.ssl-images-amazon.com/images/I/518CrISWOKL._AC_UL900_SR900,600_.jpg"
243,B09F9TD57R,"McAfee Total Protection 2025 | 10 Device | Cybersecurity Software Includes Antivirus, Secure VPN, Password Manager, Dark Web ","McAfee Total Protection 2025 | 10 Device | Cybersecurity Software Includes Antivirus, Secure VPN, Password Manager, Dark Web",2025,Security/Antivirus,https://www.amazon.ca/dp/B09F9TD57R,"https://images-na.ssl-images-amazon.com/images/I/61x-NhX-uNL._AC_UL900_SR900,600_.jpg"
244,B09XJ8PM2X,Microsoft Windows 11 Pro,Microsoft Windows 11 Pro,Unknown,Operating System,https://www.amazon.ca/dp/B09XJ8PM2X,"https://images-na.ssl-images-amazon.com/images/I/71CqpOiH60L._AC_UL900_SR900,600_.jpg"
245,B0DJDTC7NR,TurboTax Business Incorporated 2024 - English - Windows - Digital Download [PC Online code],TurboTax Business Incorporated 2024 - English - Windows - Digital Download [PC Online code],2024,Operating System,https://www.amazon.ca/dp/B0DJDTC7NR,"https://images-na.ssl-images-amazon.com/images/I/61TIcEGFG0L._AC_UL900_SR900,600_.jpg"
246,B08DM9CVQ5,Kaspersky Internet Security 2021 (2022 Ready) | 1 Device | 1 Year | PC/Mac/Android | Activation Key Card by Post Mail | Antiv,Kaspersky Internet Security 2021 (2022 Ready) | 1 Device | 1 Year | PC/Mac/Android | Activation Key Card by Post Mail | Antiv,2021,Security/Antivirus,https://www.amazon.ca/dp/B08DM9CVQ5,"https://images-na.ssl-images-amazon.com/images/I/61Ps3Bv0OBL._AC_UL900_SR900,600_.jpg"
247,B09YDJ1FJS,"K7 Antivirus PremiumSoftware 2025 for Windows laptop/pc|1 User,3 Year| Antivirus,Internet Protection,Threat protection |2hr E","K7 Antivirus PremiumSoftware 2025 for Windows laptop/pc|1 User,3 Year| Antivirus,Internet Protection,Threat protection |2hr E",2025,Security/Antivirus,https://www.amazon.ca/dp/B09YDJ1FJS,"https://images-na.ssl-images-amazon.com/images/I/61tJ2TkaGLL._AC_UL900_SR900,600_.jpg"
248,B07LGGV4NW,"NordVPN Standard - 1-Year VPN & Cybersecurity Software Subscription for 6 Devices - Block Malware, Malicious Links & Ads, Pro","NordVPN Standard - 1-Year VPN & Cybersecurity Software Subscription for 6 Devices - Block Malware, Malicious Links & Ads, Pro",Unknown,Security/Antivirus,https://www.amazon.ca/dp/B07LGGV4NW,"https://images-na.ssl-images-amazon.com/images/I/71jRg-hkq+L._AC_UL900_SR900,600_.jpg"
249,B099FDP5Y6,Kaspersky Total Security 2021 (2022 Ready) | 5 Devices | 1 Year | PC/Mac/Android | Activation Key Card by Post with Antivirus,Kaspersky Total Security 2021 (2022 Ready) | 5 Devices | 1 Year | PC/Mac/Android | Activation Key Card by Post with Antivirus,2021,Security/Antivirus,https://www.amazon.ca/dp/B099FDP5Y6,"https://images-na.ssl-images-amazon.com/images/I/61tP2GYohdL._AC_UL900_SR900,600_.jpg"
250,B071FNNJ6G,GIMP Photo Editor 2025 Premium Professional Image Editing Software CD Compatible with Windows 11 10 8.1 8 7 Vista XP 32 & 64-,GIMP Photo Editor 2025 Premium Professional Image Editing Software CD Compatible with Windows 11 10 8.1 8 7 Vista XP 32 & 64-,2025,Operating System,https://www.amazon.ca/dp/B071FNNJ6G,"https://images-na.ssl-images-amazon.com/images/I/61Mw9zor+ML._AC_UL900_SR900,600_.jpg"
251,B09L59221Q,Microsoft Office 2021 Home & Business - Box Pack - 1 PC/Mac,Microsoft Office 2021 Home & Business - Box Pack - 1 PC/Mac,2021,Office/Productivity,https://www.amazon.ca/dp/B09L59221Q,"https://images-na.ssl-images-amazon.com/images/I/41RM0NuE-0L._AC_UL900_SR900,600_.jpg"
252,B0C46GX5J4,Video and Audio Downloader PRO 2 software for YouTube – download your favorite YouTube videos as MP4 video or MP3 audio – com,Video and Audio Downloader PRO 2 software for YouTube – download your favorite YouTube videos as MP4 video or MP3 audio – com,Unknown,Operating System,https://www.amazon.ca/dp/B0C46GX5J4,"https://images-na.ssl-images-amazon.com/images/I/71DCRNo0Z0L._AC_UL900_SR900,600_.jpg"
253,B0DYKWWGJG,"Exclusive Bundle: Norton 360 Standard 1 Device with Norton Utilities Ultimate (for 10 Windows PCs), 1-Year Subscription [Down","Exclusive Bundle: Norton 360 Standard 1 Device with Norton Utilities Ultimate (for 10 Windows PCs), 1-Year Subscription [Down",Unknown,Security/Antivirus,https://www.amazon.ca/dp/B0DYKWWGJG,"https://images-na.ssl-images-amazon.com/images/I/71Gq1UhNWYL._AC_UL900_SR900,600_.jpg"
254,B08Q8R832F,LibreOffice 2025 Home and Student 2024 Professional Plus Business Compatible with Microsoft Office Word Excel PowerPoint Adob,LibreOffice 2025 Home and Student 2024 Professional Plus Business Compatible with Microsoft Office Word Excel PowerPoint Adob,2025,Office/Productivity,https://www.amazon.ca/dp/B08Q8R832F,"https://images-na.ssl-images-amazon.com/images/I/51gteU0Y9jL._AC_UL900_SR900,600_.jpg"
255,B0D6X9WSNS,Aksys Games Fitness Boxing ft. HATSUNE MIKU-Nintendo Switch,Aksys Games Fitness Boxing ft. HATSUNE MIKU-Nintendo Switch,Unknown,Games,https://www.amazon.ca/dp/B0D6X9WSNS,"https://images-na.ssl-images-amazon.com/images/I/81-BvRniGgL._AC_UL900_SR900,600_.jpg"
256,B07X48NT36,Slay The Spire Nintendo Switch Games and Software,Slay The Spire Nintendo Switch Games and Software,Unknown,Games,https://www.amazon.ca/dp/B07X48NT36,"https://images-na.ssl-images-amazon.com/images/I/91eWA9UYzeL._AC_UL900_SR900,600_.jpg"
257,B097C7SVK8,"Office Suite 2023 Home & Student Premium | Open Word Processor, Spreadsheet, Presentation, Accounting, and Professional Softw","Office Suite 2023 Home & Student Premium | Open Word Processor, Spreadsheet, Presentation, Accounting, and Professional Softw",2023,Office/Productivity,https://www.amazon.ca/dp/B097C7SVK8,"https://images-na.ssl-images-amazon.com/images/I/71i+izU6FaL._AC_UL900_SR900,600_.jpg"
258,B0989T5V91,Moho Pro 13.5 | The all-in-one animation tool for professionals and digital artists | Software for PC and Mac OS,Moho Pro 13.5 | The all-in-one animation tool for professionals and digital artists | Software for PC and Mac OS,Unknown,Operating System,https://www.amazon.ca/dp/B0989T5V91,"https://images-na.ssl-images-amazon.com/images/I/81Vc9sFWMsL._AC_UL900_SR900,600_.jpg"
259,0790731940,Maverick (Widescreen/Full Screen),Maverick (Widescreen/Full Screen),Unknown,Other,https://www.amazon.ca/dp/0790731940,"https://images-na.ssl-images-amazon.com/images/I/81RgYecDRFL._AC_UL900_SR900,600_.jpg"
260,B0DB6M9WYQ,"NordVPN Basic, 10 Devices, 2-Year, Premium VPN Software, Digital Code","NordVPN Basic, 10 Devices, 2-Year, Premium VPN Software, Digital Code",Unknown,Security/Antivirus,https://www.amazon.ca/dp/B0DB6M9WYQ,"https://images-na.ssl-images-amazon.com/images/I/61NwLJWlUcL._AC_UL900_SR900,600_.jpg"
261,B0CLBT44FW,TurboTax Standard 2023 - 8 Returns - English - Windows - Digital Download,TurboTax Standard 2023 - 8 Returns - English - Windows - Digital Download,2023,Operating System,https://www.amazon.ca/dp/B0CLBT44FW,"https://images-na.ssl-images-amazon.com/images/I/61f9cF6+11L._AC_UL900_SR900,600_.jpg"
262,B0CW4F7VSK,"NordVPN Standard, 10 Devices, 1-Month, VPN & Cybersecurity, Digital Code","NordVPN Standard, 10 Devices, 1-Month, VPN & Cybersecurity, Digital Code",Unknown,Security/Antivirus,https://www.amazon.ca/dp/B0CW4F7VSK,"https://images-na.ssl-images-amazon.com/images/I/61nn0ZnlOzL._AC_UL900_SR900,600_.jpg"
263,B0CF64PXKT,Nero Platinum Suite - multilingual | Video Editing | Backup | Manage & Play Media | 8K | Photos | Music | PC Tuning | 1 PC | ,Nero Platinum Suite - multilingual | Video Editing | Backup | Manage & Play Media | 8K | Photos | Music | PC Tuning | 1 PC |,Unknown,Operating System,https://www.amazon.ca/dp/B0CF64PXKT,"https://images-na.ssl-images-amazon.com/images/I/81GKNbZAilL._AC_UL900_SR900,600_.jpg"
264,B0F1GKPJQD,ESET Home Security Essential | Antivirus | 2025 Edition | 1 Device | 1 Year | Parental Control | Privacy | IOT Protection | R,ESET Home Security Essential | Antivirus | 2025 Edition | 1 Device | 1 Year | Parental Control | Privacy | IOT Protection | R,2025,Security/Antivirus,https://www.amazon.ca/dp/B0F1GKPJQD,"https://images-na.ssl-images-amazon.com/images/I/71EsajhiweL._AC_UL900_SR900,600_.jpg"
265,B0142HLKM8,QuickBooks Pro 2016,QuickBooks Pro 2016,2016,Other,https://www.amazon.ca/dp/B0142HLKM8,"https://images-na.ssl-images-amazon.com/images/I/71H3z7IwraL._AC_UL900_SR900,600_.jpg"
266,B07JZ6H3Q9,Microsoft Server 2019 Standard 16 Core,Microsoft Server 2019 Standard 16 Core,2019,Operating System,https://www.amazon.ca/dp/B07JZ6H3Q9,"https://images-na.ssl-images-amazon.com/images/I/610p01TuhFL._AC_UL900_SR900,600_.jpg"
267,B003VIVXWC,Individual Software Business Planmaker Professional 12,Individual Software Business Planmaker Professional 12,Unknown,Other,https://www.amazon.ca/dp/B003VIVXWC,"https://images-na.ssl-images-amazon.com/images/I/81KBDzCeHeL._AC_UL900_SR900,600_.jpg"
268,B0B9JRF9DC,"Microsoft 365 Personal | 12-Month Subscription, 1 person | Premium Office apps | 1TB OneDrive cloud storage | PC/Mac/iOS/Andr","Microsoft 365 Personal | 12-Month Subscription, 1 person | Premium Office apps | 1TB OneDrive cloud storage | PC/Mac/iOS/Andr",Unknown,Office/Productivity,https://www.amazon.ca/dp/B0B9JRF9DC,"https://images-na.ssl-images-amazon.com/images/I/514ALwIasZL._AC_UL900_SR900,600_.jpg"
269,B072JGXMS5,Office Suite 2025 Compatible with Microsoft Office 2024 2021 365 2019 2016 2013 2010 2007 Word Excel PowerPoint on CD DVD Pow,Office Suite 2025 Compatible with Microsoft Office 2024 2021 365 2019 2016 2013 2010 2007 Word Excel PowerPoint on CD DVD Pow,2025,Office/Productivity,https://www.amazon.ca/dp/B072JGXMS5,"https://images-na.ssl-images-amazon.com/images/I/71gNKoc3EQL._AC_UL900_SR900,600_.jpg"
270,B088VHZRJ6,"Windows Password Reset USB Recovery For Windows 10, 8.1, 7, Vista, XP | Rated #1 Best Reset Recovery USB Unlocker Remove Soft","Windows Password Reset USB Recovery For Windows 10, 8.1, 7, Vista, XP | Rated #1 Best Reset Recovery USB Unlocker Remove Soft",Unknown,Office/Productivity,https://www.amazon.ca/dp/B088VHZRJ6,"https://images-na.ssl-images-amazon.com/images/I/61TlVHRZQDL._AC_UL900_SR900,600_.jpg"
271,B0CW4JK1LN,"NordVPN Plus, 10 Devices, 1-Year, VPN & Password Manager Software Bundle, Digital Code","NordVPN Plus, 10 Devices, 1-Year, VPN & Password Manager Software Bundle, Digital Code",Unknown,Security/Antivirus,https://www.amazon.ca/dp/B0CW4JK1LN,"https://images-na.ssl-images-amazon.com/images/I/61iDJK7cleL._AC_UL900_SR900,600_.jpg"
272,B0BSJZQK5L,Anno 1800 Console Edition - PlayStation 5,Anno 1800 Console Edition - PlayStation 5,Unknown,Games,https://www.amazon.ca/dp/B0BSJZQK5L,"https://images-na.ssl-images-amazon.com/images/I/81iflwWfvBL._AC_UL900_SR900,600_.jpg"
273,B0DY8334JD,Evercade Tomb Raider Collection 2,Evercade Tomb Raider Collection 2,Unknown,Other,https://www.amazon.ca/dp/B0DY8334JD,"https://images-na.ssl-images-amazon.com/images/I/71wX4pybVTL._AC_UL900_SR900,600_.jpg"
274,B0D4C7PG4W,Adobe Creative Cloud All Apps | Student & Teacher Discount |PC/MAC Online Code,Adobe Creative Cloud All Apps | Student & Teacher Discount |PC/MAC Online Code,Unknown,Creative Software,https://www.amazon.ca/dp/B0D4C7PG4W,"https://images-na.ssl-images-amazon.com/images/I/61SFszzTaRL._AC_UL900_SR900,600_.jpg"
275,B0CPKRRY7P,Blaze Evercade Indie Heroes Collection 3 - Nintendo DS,Blaze Evercade Indie Heroes Collection 3 - Nintendo DS,Unknown,Games,https://www.amazon.ca/dp/B0CPKRRY7P,"https://images-na.ssl-images-amazon.com/images/I/61qEGU8JWYL._AC_UL900_SR900,600_.jpg"
276,B0B2TD1WPQ,Lemon Cake - Nintendo Switch,Lemon Cake - Nintendo Switch,Unknown,Games,https://www.amazon.ca/dp/B0B2TD1WPQ,"https://images-na.ssl-images-amazon.com/images/I/81EEfgqGHuL._AC_UL900_SR900,600_.jpg"
277,B0D9P5FG88,The Crew Motorfest Replen (English/French) for Playstation 5,The Crew Motorfest Replen (English/French) for Playstation 5,Unknown,Games,https://www.amazon.ca/dp/B0D9P5FG88,"https://images-na.ssl-images-amazon.com/images/I/71XyV-NUhDL._AC_UL900_SR900,600_.jpg"
278,B088BL1TRT,Hiren's Boot CD DVD Latest 2024 Edition Windows PC Repair Virus Removal Clone Recovery Windows Password Reset And More by IMP,Hiren's Boot CD DVD Latest 2024 Edition Windows PC Repair Virus Removal Clone Recovery Windows Password Reset And More by IMP,2024,Office/Productivity,https://www.amazon.ca/dp/B088BL1TRT,"https://images-na.ssl-images-amazon.com/images/I/711jpOBlBFL._AC_UL900_SR900,600_.jpg"
279,B083QRHKNJ,"Individual Software Family Tree Heritage Gold 16 - Genealogy Software - Includes Free Searches to FamilySearch, the World's L","Individual Software Family Tree Heritage Gold 16 - Genealogy Software - Includes Free Searches to FamilySearch, the World's L",Unknown,Other,https://www.amazon.ca/dp/B083QRHKNJ,"https://images-na.ssl-images-amazon.com/images/I/81ftXVii+fL._AC_UL900_SR900,600_.jpg"
280,B0DB6PYBSH,"NordVPN Basic, 10 Devices, 6-Month, Premium VPN Software, Digital Code","NordVPN Basic, 10 Devices, 6-Month, Premium VPN Software, Digital Code",Unknown,Security/Antivirus,https://www.amazon.ca/dp/B0DB6PYBSH,"https://images-na.ssl-images-amazon.com/images/I/61VLgPl+b7L._AC_UL900_SR900,600_.jpg"
281,B07FVRYLSW,"Microsoft Software Microsoft Office Home & Student 2019 | 1 person, Windows 10 PC/Mac Key Card, English","Microsoft Software Microsoft Office Home & Student 2019 | 1 person, Windows 10 PC/Mac Key Card, English",2019,Office/Productivity,https://www.amazon.ca/dp/B07FVRYLSW,"https://images-na.ssl-images-amazon.com/images/I/51OjoM76UsS._AC_UL900_SR900,600_.jpg"
282,B0D4C8VSLD,Adobe Lightroom 1TB | 12-month Subscription | Photo Editing & Storage Software |Activation Required [PC/Mac Online Code],Adobe Lightroom 1TB | 12-month Subscription | Photo Editing & Storage Software |Activation Required [PC/Mac Online Code],Unknown,Creative Software,https://www.amazon.ca/dp/B0D4C8VSLD,"https://images-na.ssl-images-amazon.com/images/I/51JimCFnGAL._AC_UL900_SR900,600_.jpg"
283,B0CHXDJVTB,Tetris Effect: Connected - PlayStation 5,Tetris Effect: Connected - PlayStation 5,Unknown,Games,https://www.amazon.ca/dp/B0CHXDJVTB,"https://images-na.ssl-images-amazon.com/images/I/91fL37jGezL._AC_UL900_SR900,600_.jpg"
284,B088B79ZVG,"System Rescue CD System Recovery Disk for Windows 10, 8.1, 8, 7, Vista, XP and Linux. System Recovery Disk. Repair, Rescue An","System Rescue CD System Recovery Disk for Windows 10, 8.1, 8, 7, Vista, XP and Linux. System Recovery Disk. Repair, Rescue An",Unknown,Operating System,https://www.amazon.ca/dp/B088B79ZVG,"https://images-na.ssl-images-amazon.com/images/I/61lmIKnXfPL._AC_UL900_SR900,600_.jpg"
285,B0DJDV77F3,TurboTax Home & Business 2024 - 12 Returns - English - Windows - Digital Download [PC Online code],TurboTax Home & Business 2024 - 12 Returns - English - Windows - Digital Download [PC Online code],2024,Operating System,https://www.amazon.ca/dp/B0DJDV77F3,"https://images-na.ssl-images-amazon.com/images/I/61xb7SM+RgL._AC_UL900_SR900,600_.jpg"
